random order,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,276
60,32903858,Attention and Functional Connectivity Among Patients With Early-Stage Subcortical Ischemic Vascular Disease and Alzheimer's Disease,"Tu MC, Hsu YH, Yang JJ, Huang WH, Deng JF, Lin SY, Lin CY, Kuo LW.",Front Aging Neurosci. 2020 Aug 13;12:239. doi: 10.3389/fnagi.2020.00239. eCollection 2020.,Tu MC,Front Aging Neurosci,2020,2020/09/09,PMC7439096,,10.3389/fnagi.2020.00239,1,32,23,20,,,0,0,,,
61,33328934,Abnormal Connectivity and Brain Structure in Patients With Visual Snow,"Aldusary N, Traber GL, Freund P, Fierz FC, Weber KP, Baeshen A, Alghamdi J, Saliju B, Pazahr S, Mazloum R, Alshehri F, Landau K, Kollias S, Piccirelli M, Michels L.",Front Hum Neurosci. 2020 Nov 19;14:582031. doi: 10.3389/fnhum.2020.582031. eCollection 2020.,Aldusary N,Front Hum Neurosci,2020,2020/12/17,PMC7710971,,10.3389/fnhum.2020.582031,1,19,16,,,,0,0,,,
62,32112506,Parietal memory network and default mode network in first-episode drug-naïve schizophrenia: Associations with auditory hallucination,"Guo Q, Hu Y, Zeng B, Tang Y, Li G, Zhang T, Wang J, Northoff G, Li C, Goff D, Wang J, Yang Z.",Hum Brain Mapp. 2020 Jun 1;41(8):1973-1984. doi: 10.1002/hbm.24923. Epub 2020 Feb 29.,Guo Q,Hum Brain Mapp,2020,2020/03/01,PMC7267906,,10.1002/hbm.24923,1,60,59,,,,0,0,,seed-based,
63,33735024,Resting-state functional nuclear magnetic resonance imaging in patients with bipolar disorder: beyond euthymia,"Soto-Vega JG, Valencia JG, Vargas C, López-Jaramillo C.",Rev Colomb Psiquiatr (Engl Ed). 2020 Dec 11:S0034-7450(20)30088-3. doi: 10.1016/j.rcp.2020.10.011. Online ahead of print.,Soto-Vega JG,Rev Colomb Psiquiatr (Engl Ed),2020,2021/03/18,,,10.1016/j.rcp.2020.10.011,0,,,,,,,,,review,
64,32318911,Functional connectivity changes of nucleus Accumbens Shell portion in left mesial temporal lobe epilepsy patients,"Yang R, Zhao X, Liu J, Yao X, Hou F, Xu Y, Feng Q.",Brain Imaging Behav. 2020 Dec;14(6):2659-2667. doi: 10.1007/s11682-019-00217-1.,Yang R,Brain Imaging Behav,2020,2020/04/23,,,10.1007/s11682-019-00217-1,1,25,12,,,,1,0,limitation,seed-based,
65,32436639,Disordered directional brain network interactions during learning dynamics in schizophrenia revealed by multivariate autoregressive models,"Baajour SJ, Chowdury A, Thomas P, Rajan U, Khatib D, Zajac-Benitez C, Falco D, Haddad L, Amirsadri A, Bressler S, Stanley JA, Diwadkar VA.",Hum Brain Mapp. 2020 Sep;41(13):3594-3607. doi: 10.1002/hbm.25032. Epub 2020 May 21.,Baajour SJ,Hum Brain Mapp,2020,2020/05/22,PMC7416040,,10.1002/hbm.25032,0,,,,,,,,,method,
66,32677342,Disrupted default mode network dynamics in recuperative patients of herpes zoster pain,"Wu Y, Wang C, Qian W, Yu L, Xing X, Wang L, Sun N, Zhang M, Yan M.",CNS Neurosci Ther. 2020 Dec;26(12):1278-1287. doi: 10.1111/cns.13433. Epub 2020 Jul 16.,Wu Y,CNS Neurosci Ther,2020,2020/07/18,PMC7702236,,10.1111/cns.13433,1,30,30,,,,0,0,,seed-based,
67,31734272,Single-subject manual independent component analysis and resting state fMRI connectivity outcomes in patients with juvenile absence epilepsy,"Parsons N, Bowden SC, Vogrin S, D'Souza WJ.",Magn Reson Imaging. 2020 Feb;66:42-49. doi: 10.1016/j.mri.2019.11.012. Epub 2019 Nov 14.,Parsons N,Magn Reson Imaging,2020,2019/11/18,,,10.1016/j.mri.2019.11.012,0,,,,,,,,,"seed-based, method",
68,33192428,Connectome-Based Model Predicts Deep Brain Stimulation Outcome in Parkinson's Disease,"Shang R, He L, Ma X, Ma Y, Li X.",Front Comput Neurosci. 2020 Oct 28;14:571527. doi: 10.3389/fncom.2020.571527. eCollection 2020.,Shang R,Front Comput Neurosci,2020,2020/11/16,PMC7656054,,10.3389/fncom.2020.571527,0,,,,,,,,,"within-patient, ML",
69,32581993,Both Stationary and Dynamic Functional Interhemispheric Connectivity Are Strongly Associated With Performance on Cognitive Tests in Multiple Sclerosis,"Lin SJ, Kolind S, Liu A, McMullen K, Vavasour I, Wang ZJ, Traboulsee A, McKeown MJ.",Front Neurol. 2020 Jun 4;11:407. doi: 10.3389/fneur.2020.00407. eCollection 2020.,Lin SJ,Front Neurol,2020,2020/06/26,PMC7287147,,10.3389/fneur.2020.00407,0,,,,,,,,,interhemispheric connectivity,
70,32813309,Identifying resting-state effective connectivity abnormalities in drug-naïve major depressive disorder diagnosis via graph convolutional networks,"Jun E, Na KS, Kang W, Lee J, Suk HI, Ham BJ.",Hum Brain Mapp. 2020 Dec;41(17):4997-5014. doi: 10.1002/hbm.25175. Epub 2020 Aug 19.,Jun E,Hum Brain Mapp,2020,2020/08/20,PMC7643383,,10.1002/hbm.25175,0,,,,,,,,,DL,
71,32645548,Behavioral psychological symptoms of dementia and functional connectivity changes: a network-based study,"Serra L, Bruschini M, Di Domenico C, Mancini M, Bechi Gabrielli G, Bonarota S, Caltagirone C, Cercignani M, Marra C, Bozzali M.",Neurobiol Aging. 2020 Oct;94:196-206. doi: 10.1016/j.neurobiolaging.2020.06.009. Epub 2020 Jun 16.,Serra L,Neurobiol Aging,2020,2020/07/10,,,10.1016/j.neurobiolaging.2020.06.009,1,101,56,35,,,0,0,,,
72,31905211,Functional interactions in patients with hemianopia: A graph theory-based connectivity study of resting fMRI signal,"Pedersini CA, Guàrdia-Olmos J, Montalà-Flaquer M, Cardobi N, Sanchez-Lopez J, Parisi G, Savazzi S, Marzi CA.",PLoS One. 2020 Jan 6;15(1):e0226816. doi: 10.1371/journal.pone.0226816. eCollection 2020.,Pedersini CA,PLoS One,2020,2020/01/07,PMC6944357,,10.1371/journal.pone.0226816,1,10,10,,,,0,0,,,
73,32728647,Disconnection of the right superior parietal lobule from the precuneus is associated with memory impairment in oldest-old Alzheimer's disease patients,"Prawiroharjo P, Yamashita KI, Yamashita K, Togao O, Hiwatashi A, Yamasaki R, Kira JI.",Heliyon. 2020 Jul 22;6(7):e04516. doi: 10.1016/j.heliyon.2020.e04516. eCollection 2020 Jul.,Prawiroharjo P,Heliyon,2020,2020/07/31,PMC7381702,,10.1016/j.heliyon.2020.e04516,1,19,17,8,,,0,0,,,
74,32604403,Structural-functional decoupling predicts suicide attempts in bipolar disorder patients with a current major depressive episode,"Jiang H, Zhu R, Tian S, Wang H, Chen Z, Wang X, Shao J, Qin J, Shi J, Liu H, Chen Y, Yao Z, Lu Q.",Neuropsychopharmacology. 2020 Sep;45(10):1735-1742. doi: 10.1038/s41386-020-0753-5. Epub 2020 Jun 30.,Jiang H,Neuropsychopharmacology,2020,2020/07/01,PMC7421902,,10.1038/s41386-020-0753-5,1,191,113,,,,0,0,,,
75,33328960,Disrupted Regional Cerebral Blood Flow and Functional Connectivity in Pontine Infarction: A Longitudinal MRI Study,"Wei Y, Wu L, Wang Y, Liu J, Miao P, Wang K, Wang C, Cheng J.",Front Aging Neurosci. 2020 Nov 19;12:577899. doi: 10.3389/fnagi.2020.577899. eCollection 2020.,Wei Y,Front Aging Neurosci,2020,2020/12/17,PMC7710811,,10.3389/fnagi.2020.577899,1,20,20,,,,1,0,limitation,,
76,31841986,Plasma luteinizing hormone level affects the brain activity of patients with polycystic ovary syndrome,"Lai W, Li X, Zhu H, Zhu X, Tan H, Feng P, Chen L, Luo C.",Psychoneuroendocrinology. 2020 Feb;112:104535. doi: 10.1016/j.psyneuen.2019.104535. Epub 2019 Nov 28.,Lai W,Psychoneuroendocrinology,2020,2019/12/17,,,10.1016/j.psyneuen.2019.104535,1,27,21,,,,0,0,,,
77,32011371,Resting-state Amplitude of Low-frequency Fluctuation is a Potentially Useful Prognostic Functional Biomarker in Cervical Myelopathy,"Takenaka S, Kan S, Seymour B, Makino T, Sakai Y, Kushioka J, Tanaka H, Watanabe Y, Shibata M, Yoshikawa H, Kaito T.",Clin Orthop Relat Res. 2020 Jul;478(7):1667-1680. doi: 10.1097/CORR.0000000000001157.,Takenaka S,Clin Orthop Relat Res,2020,2020/02/04,PMC7310516,,10.1097/CORR.0000000000001157,1,28,28,,,,0,0,,,
78,32615139,The relationship between loneliness and working-memory-related frontoparietal network connectivity in people with major depressive disorder,"Gao M, Shao R, Huang CM, Liu HL, Chen YL, Lee SH, Lin C, Lee TMC.",Behav Brain Res. 2020 Sep 1;393:112776. doi: 10.1016/j.bbr.2020.112776. Epub 2020 Jun 29.,Gao M,Behav Brain Res,2020,2020/07/03,,,10.1016/j.bbr.2020.112776,1,24,21,,,,0,0,,task,
79,33027702,"Sensitivity of functional connectivity to periaqueductal gray localization, with implications for identifying disease-related changes in chronic visceral pain: A MAPP Research Network neuroimaging study","Fenske SJ, Bierer D, Chelimsky G, Conant L, Ustine C, Yan K, Chelimsky T, Kutch JJ.",Neuroimage Clin. 2020;28:102443. doi: 10.1016/j.nicl.2020.102443. Epub 2020 Sep 20.,Fenske SJ,Neuroimage Clin,2020,2020/10/07,PMC7548991,,10.1016/j.nicl.2020.102443,0,,,,,,,,,"seed-based, method",
80,32973422,Delayed Functional Networks Development and Altered Fast Oscillation Dynamics in a Rat Model of Cortical Malformation,"Kim MJ, Yum MS, Jo Y, Lee M, Kim EJ, Shim WH, Ko TS.",Front Neurosci. 2020 Aug 18;14:711. doi: 10.3389/fnins.2020.00711. eCollection 2020.,Kim MJ,Front Neurosci,2020,2020/09/25,PMC7461924,,10.3389/fnins.2020.00711,0,,,,,,,,,rats,
81,32745494,The effect of vagal nerve stimulation on hippocampal-thalamic functional connectivity in epilepsy patients,"Zhu J, Xu C, Zhang X, Qiao L, Wang X, Yan X, Ni D, Yu T, Zhang G, Li Y.",Brain Res Bull. 2020 Oct;163:143-149. doi: 10.1016/j.brainresbull.2020.07.023. Epub 2020 Jul 31.,Zhu J,Brain Res Bull,2020,2020/08/04,,,10.1016/j.brainresbull.2020.07.023,1,7,7,,,,0,0,,seed-based,
82,32793090,Alterations Functional Connectivity in Temporal Lobe Epilepsy and Their Relationships With Cognitive Function: A Longitudinal Resting-State fMRI Study,"Qin L, Jiang W, Zheng J, Zhou X, Zhang Z, Liu J.",Front Neurol. 2020 Jul 21;11:625. doi: 10.3389/fneur.2020.00625. eCollection 2020.,Qin L,Front Neurol,2020,2020/08/15,PMC7385240,,10.3389/fneur.2020.00625,1,20,16,,,,0,0,,,
83,32480345,Altered resting-state functional connectivity density in patients with neuromyelitis optica-spectrum disorders,"Wang Y, Kwapong WR, Tu Y, Xia Y, Tang J, Miao H, Liu X, Lu Y, Yan Z.",Mult Scler Relat Disord. 2020 Aug;43:102187. doi: 10.1016/j.msard.2020.102187. Epub 2020 May 21.,Wang Y,Mult Scler Relat Disord,2020,2020/06/02,,,10.1016/j.msard.2020.102187,1,22,19,,,,0,0,,,
84,32937221,Graph theory application with functional connectivity to distinguish left from right temporal lobe epilepsy,"Amiri S, Mehvari-Habibabadi J, Mohammadi-Mobarakeh N, Hashemi-Fesharaki SS, Mirbagheri MM, Elisevich K, Nazem-Zadeh MR.",Epilepsy Res. 2020 Nov;167:106449. doi: 10.1016/j.eplepsyres.2020.106449. Epub 2020 Sep 6.,Amiri S,Epilepsy Res,2020,2020/09/16,,,10.1016/j.eplepsyres.2020.106449,1,14,7,,,,0,0,,seed-based,
85,31710770,The effect of chronic neuroglycopenia on resting state networks in GLUT1 syndrome across the lifespan,"Vaudano AE, Olivotto S, Ruggieri A, Gessaroli G, Talami F, Parmeggiani A, De Giorgis V, Veggiotti P, Meletti S.",Hum Brain Mapp. 2020 Feb 1;41(2):453-466. doi: 10.1002/hbm.24815. Epub 2019 Nov 11.,Vaudano AE,Hum Brain Mapp,2020,2019/11/12,PMC7313681,,10.1002/hbm.24815,1,36,18,,,,0,0,,seed-based,
86,32145308,Sex differences in resting state network (RSN) functional connections with mild cognitive impairment (MCI) progression,"Zhao J, Ding X, Men G.",Neurosci Lett. 2020 Apr 17;724:134891. doi: 10.1016/j.neulet.2020.134891. Epub 2020 Mar 4.,Zhao J,Neurosci Lett,2020,2020/03/08,,,10.1016/j.neulet.2020.134891,1,39,37,37,,,0,0,,,
87,32197485,Network Mapping of Connectivity Alterations in Disorder of Consciousness: Towards Targeted Neuromodulation,"Mencarelli L, Biagi MC, Salvador R, Romanella S, Ruffini G, Rossi S, Santarnecchi E.",J Clin Med. 2020 Mar 18;9(3):828. doi: 10.3390/jcm9030828.,Mencarelli L,J Clin Med,2020,2020/03/22,PMC7141258,,10.3390/jcm9030828,0,,,,,,,,,meta-analysis,
88,30903270,The neural correlates of low social integration as a risk factor for suicide,"Cáceda R, James GA, Stowe ZN, Delgado PL, Kordsmeier N, Kilts CD.",Eur Arch Psychiatry Clin Neurosci. 2020 Aug;270(5):619-631. doi: 10.1007/s00406-019-00990-6. Epub 2019 Mar 23.,Cáceda R,Eur Arch Psychiatry Clin Neurosci,2020,2019/03/24,PMC6756996,NIHMS1525267,10.1007/s00406-019-00990-6,1,18,15,10,9,,0,0,,seed-based,
89,32515356,Evaluation of memory in persons with mesial temporal lobe sclerosis: A combined fMRI and VBM study,"Chaudhary K, Tripathi M, Chandra SP, Nehra A, Kumaran SS.",J Biosci. 2020;45:74.,Chaudhary K,J Biosci,2020,2020/06/10,,,,1,20,20,,,,1,0,limitation,,
90,32899145,Cortical Function in Acute Severe Traumatic Brain Injury and at Recovery: A Longitudinal fMRI Case Study,"Kazazian K, Norton L, Gofton TE, Debicki D, Owen AM.",Brain Sci. 2020 Sep 3;10(9):604. doi: 10.3390/brainsci10090604.,Kazazian K,Brain Sci,2020,2020/09/09,PMC7563151,,10.3390/brainsci10090604,0,,,,,,,,,case-study,
91,31098939,Intrinsic functional connectivity during continuous maintenance and suppression of emotion in bipolar disorder,"Anand A, Grandhi J, Karne H, Spielberg JM.",Brain Imaging Behav. 2020 Oct;14(5):1747-1757. doi: 10.1007/s11682-019-00109-4.,Anand A,Brain Imaging Behav,2020,2019/05/18,PMC8221537,NIHMS1529487,10.1007/s11682-019-00109-4,1,33,30,,,,1,0,limitation,,
92,33066822,Network-level functional connectivity alterations in chemotherapy treated breast cancer patients: a longitudinal resting state functional MRI study,"Feng Y, Wang YF, Zheng LJ, Shi Z, Huang W, Zhang LJ.",Cancer Imaging. 2020 Oct 16;20(1):73. doi: 10.1186/s40644-020-00355-6.,Feng Y,Cancer Imaging,2020,2020/10/17,PMC7565338,,10.1186/s40644-020-00355-6,1,19,17,,,,0,0,,,
93,32855650,Altered Default Mode Network and Salience Network Functional Connectivity in Patients with Generalized Anxiety Disorders: An ICA-Based Resting-State fMRI Study,"Xiong H, Guo RJ, Shi HW.",Evid Based Complement Alternat Med. 2020 Aug 14;2020:4048916. doi: 10.1155/2020/4048916. eCollection 2020.,Xiong H,Evid Based Complement Alternat Med,2020,2020/08/29,PMC7443230,,10.1155/2020/4048916,1,51,20,,,,0,0,,,
94,31597581,Using resting-state intrinsic network connectivity to identify suicide risk in mood disorders,"Stange JP, Jenkins LM, Pocius S, Kreutzer K, Bessette KL, DelDonno SR, Kling LR, Bhaumik R, Welsh RC, Keilp JG, Phan KL, Langenecker SA.",Psychol Med. 2020 Oct;50(14):2324-2334. doi: 10.1017/S0033291719002356. Epub 2019 Oct 10.,Stange JP,Psychol Med,2020,2019/10/11,PMC7368462,NIHMS1601059,10.1017/S0033291719002356,1,82,60,52,18,,0,0,,seed-based,
95,32927233,The chronnectome as a model for Charcot's 'dynamic lesion' in functional movement disorders,"Marapin RS, van der Stouwe AMM, de Jong BM, Gelauff JM, Vergara VM, Calhoun VD, Dalenberg JR, Dreissen YEM, Koelman JHTM, Tijssen MAJ, van der Horn HJ.",Neuroimage Clin. 2020;28:102381. doi: 10.1016/j.nicl.2020.102381. Epub 2020 Aug 13.,Marapin RS,Neuroimage Clin,2020,2020/09/14,PMC7495110,,10.1016/j.nicl.2020.102381,1,17,17,,,,0,0,,,
96,32387344,Protein and gene markers of metabolic dysfunction and inflammation together associate with functional connectivity in reward and motor circuits in depression,"Goldsmith DR, Bekhbat M, Le NA, Chen X, Woolwine BJ, Li Z, Haroon E, Felger JC.",Brain Behav Immun. 2020 Aug;88:193-202. doi: 10.1016/j.bbi.2020.05.013. Epub 2020 May 5.,Goldsmith DR,Brain Behav Immun,2020,2020/05/11,PMC7415617,NIHMS1605714,10.1016/j.bbi.2020.05.013,0,,,,,,,,,"seed-based, within-patient",
97,32414294,Cross-Modal Functional Connectivity of the Premotor Cortex Reflects Residual Motor Output After Stroke,"Brihmat N, Tarri M, Gasq D, Marque P, Castel-Lacanal E, Loubinoux I.",Brain Connect. 2020 Jun;10(5):236-249. doi: 10.1089/brain.2020.0750. Epub 2020 Jun 11.,Brihmat N,Brain Connect,2020,2020/05/17,,,10.1089/brain.2020.0750,0,,,,,,,,,"seed-based, within-patient",
98,32500077,Pain- and Fatigue-Related Functional and Structural Changes in Ankylosing Spondylitis: An fRMI Study,"Liu Q, Liao Z, Zhang Y, Lin C, He B, Fang L, Tu L, Zhao M, Wu X, Gu J.",Front Med (Lausanne). 2020 May 15;7:193. doi: 10.3389/fmed.2020.00193. eCollection 2020.,Liu Q,Front Med (Lausanne),2020,2020/06/06,PMC7242653,,10.3389/fmed.2020.00193,1,65,53,,,,1,1,motivation,,
99,32585576,Neural activity in functional movement disorders after inpatient rehabilitation,"Faul L, Knight LK, Espay AJ, Depue BE, LaFaver K.",Psychiatry Res Neuroimaging. 2020 Sep 30;303:111125. doi: 10.1016/j.pscychresns.2020.111125. Epub 2020 Jun 13.,Faul L,Psychiatry Res Neuroimaging,2020,2020/06/26,,,10.1016/j.pscychresns.2020.111125,0,,,,,,,,,within-patient,
100,32117016,Abnormal Anatomical Rich-Club Organization and Structural-Functional Coupling in Mild Cognitive Impairment and Alzheimer's Disease,"Cao R, Wang X, Gao Y, Li T, Zhang H, Hussain W, Xie Y, Wang J, Wang B, Xiang J.",Front Neurol. 2020 Feb 5;11:53. doi: 10.3389/fneur.2020.00053. eCollection 2020.,Cao R,Front Neurol,2020,2020/03/03,PMC7013042,,10.3389/fneur.2020.00053,1,40,38,19,,,0,0,,,
101,32639592,Effects of a mindfulness-based intervention on cancer-related cognitive impairment: Results of a randomized controlled functional magnetic resonance imaging pilot study,"Van der Gucht K, Ahmadoun S, Melis M, de Cloe E, Sleurs C, Radwan A, Blommaert J, Takano K, Vandenbulcke M, Wildiers H, Neven P, Kuppens P, Raes F, Smeets A, Sunaert S, Deprez S.",Cancer. 2020 Sep 15;126(18):4246-4255. doi: 10.1002/cncr.33074. Epub 2020 Jul 8.,Van der Gucht K,Cancer,2020,2020/07/09,,,10.1002/cncr.33074,1,33,18,15,,,0,0,,seed-based,
102,32298822,Functional Connectivity Analysis and Prediction of Pain Relief in Association with Spinal Decompression Surgery,"Sawada M, Nakae T, Munemitsu T, Hojo M.",World Neurosurg. 2020 Jul;139:e316-e324. doi: 10.1016/j.wneu.2020.03.200. Epub 2020 Apr 13.,Sawada M,World Neurosurg,2020,2020/04/17,,,10.1016/j.wneu.2020.03.200,1,15,12,,,,0,0,,,
103,32100035,"Cannabis, schizophrenia and cognition: the contribution of brain connectivity","Díaz-Soto CM, Castaño-Pérez GA, Pineda-Salazar DA.",Adicciones. 2020 Feb 6;0(0):1307. doi: 10.20882/adicciones.1307. Online ahead of print.,Díaz-Soto CM,Adicciones,2020,2020/02/27,,,10.20882/adicciones.1307,0,,,,,,,,,review,
104,33187692,Aberrant striatal coupling with default mode and central executive network relates to self-reported avolition and anhedonia in schizophrenia,"Brakowski J, Manoliu A, Homan P, Bosch OG, Herdener M, Seifritz E, Kaiser S, Kirschner M.",J Psychiatr Res. 2022 Jan;145:263-275. doi: 10.1016/j.jpsychires.2020.10.047. Epub 2020 Nov 4.,Brakowski J,J Psychiatr Res,2022,2020/11/14,,,10.1016/j.jpsychires.2020.10.047,1,28,17,,,,1,0,limitation,,
105,32714128,Aberrant Functional and Causal Connectivity in Acute Tinnitus With Sensorineural Hearing Loss,"Cai Y, Xie M, Su Y, Tong Z, Wu X, Xu W, Li J, Zhao F, Dang C, Chen G, Lan L, Shen J, Zheng Y.",Front Neurosci. 2020 Jun 30;14:592. doi: 10.3389/fnins.2020.00592. eCollection 2020.,Cai Y,Front Neurosci,2020,2020/07/28,PMC7340148,,10.3389/fnins.2020.00592,1,24,21,,,,0,0,,,
106,32371303,"Orbitofrontal, dorsal striatum, and habenula functional connectivity in psychiatric patients with substance use problems","Oh H, Lee J, Gosnell SN, Patriquin M, Kosten T, Salas R.",Addict Behav. 2020 Sep;108:106457. doi: 10.1016/j.addbeh.2020.106457. Epub 2020 Apr 27.,Oh H,Addict Behav,2020,2020/05/07,,,10.1016/j.addbeh.2020.106457,1,77,77,,,,0,0,,seed-based,
107,33395963,Modulation of epileptic networks by transient interictal epileptic activity: A dynamic approach to simultaneous EEG-fMRI,"Iannotti GR, Preti MG, Grouiller F, Carboni M, De Stefano P, Pittau F, Momjian S, Carmichael D, Centeno M, Seeck M, Korff CM, Schaller K, De Ville DV, Vulliemoz S.",Neuroimage Clin. 2020;28:102467. doi: 10.1016/j.nicl.2020.102467. Epub 2020 Oct 14.,Iannotti GR,Neuroimage Clin,2020,2021/01/05,PMC7645285,,10.1016/j.nicl.2020.102467,0,,,,,,,,,method,
108,31932627,Default Mode Network Connectivity and Social Dysfunction in Major Depressive Disorder,"Saris IMJ, Penninx BWJH, Dinga R, van Tol MJ, Veltman DJ, van der Wee NJA, Aghajani M.",Sci Rep. 2020 Jan 13;10(1):194. doi: 10.1038/s41598-019-57033-2.,Saris IMJ,Sci Rep,2020,2020/01/15,PMC6957534,,10.1038/s41598-019-57033-2,1,37,37,,,,1,0,interpretation,seed-based,
109,32560939,Connectome-based models can predict early symptom improvement in major depressive disorder,"Ju Y, Horien C, Chen W, Guo W, Lu X, Sun J, Dong Q, Liu B, Liu J, Yan D, Wang M, Zhang L, Guo H, Zhao F, Zhang Y, Shen X, Constable RT, Li L.",J Affect Disord. 2020 Aug 1;273:442-452. doi: 10.1016/j.jad.2020.04.028. Epub 2020 May 11.,Ju Y,J Affect Disord,2020,2020/06/21,,,10.1016/j.jad.2020.04.028,0,,,,,,,,,predictive,
110,32446775,Investigation of functional variability and connectivity in temporal lobe epilepsy: A resting state fMRI study,"Dumlu SN, Ademoğlu A, Sun W.",Neurosci Lett. 2020 Aug 10;733:135076. doi: 10.1016/j.neulet.2020.135076. Epub 2020 May 22.,Dumlu SN,Neurosci Lett,2020,2020/05/25,,,10.1016/j.neulet.2020.135076,1,19,19,,,,0,0,,,
111,30519995,Opposite subgenual cingulate cortical functional connectivity and metabolic activity patterns in refractory melancholic major depression,"Wu GR, De Raedt R, Van Schuerbeek P, Baeken C.",Brain Imaging Behav. 2020 Apr;14(2):426-435. doi: 10.1007/s11682-018-0011-1.,Wu GR,Brain Imaging Behav,2020,2018/12/07,,,10.1007/s11682-018-0011-1,1,16,16,,,,0,0,,seed-based,
112,32994793,Network change point detection in resting-state functional connectivity dynamics of mild cognitive impairment patients,"Mancho-Fora N, Montalà-Flaquer M, Farràs-Permanyer L, Zarabozo-Hurtado D, Gallardo-Moreno GB, Gudayol-Farré E, Peró-Cebollero M, Guàrdia-Olmos J.",Int J Clin Health Psychol. 2020 Sep-Dec;20(3):200-212. doi: 10.1016/j.ijchp.2020.07.005. Epub 2020 Aug 16.,Mancho-Fora N,Int J Clin Health Psychol,2020,2020/09/30,PMC7501449,,10.1016/j.ijchp.2020.07.005,1,10,10,,,,0,0,,,
113,32304288,Global functional connectivity density alterations in patients with bipolar disorder with auditory verbal hallucinations and modest short-term effects of transcranial direct current stimulation augmentation treatment-Baseline and follow-up study,"Zhuo C, Ji F, Lin X, Tian H, Wang L, Xu Y, Wang W, Jiang D.",Brain Behav. 2020 Jun;10(6):e01637. doi: 10.1002/brb3.1637. Epub 2020 Apr 18.,Zhuo C,Brain Behav,2020,2020/04/19,PMC7303392,,10.1002/brb3.1637,1,80,40,,,,0,0,,,
114,32659339,Disrupted Resting-state Functional Connectivity of the Nucleus Basalis of Meynert in Parkinson's Disease with Mild Cognitive Impairment,"Zhang C, Wu C, Zhang H, Dou W, Li W, Sami MU, Xu K.",Neuroscience. 2020 Aug 21;442:228-236. doi: 10.1016/j.neuroscience.2020.07.008. Epub 2020 Jul 11.,Zhang C,Neuroscience,2020,2020/07/14,,,10.1016/j.neuroscience.2020.07.008,1,22,22,22,,,0,0,,seed-based,
115,35548102,"MuscNet, a Weighted Voting Model of Multi-Source Connectivity Networks to Predict Mild Cognitive Impairment Using Resting-State Functional MRI","Li J, Yao Z, Duan M, Liu S, Li F, Zhu H, Xia Z, Huang L, Zhou F.",IEEE Access. 2020;8:174023-174031. doi: 10.1109/access.2020.3025828. Epub 2020 Sep 22.,Li J,IEEE Access,2020,2022/05/13,PMC9090182,NIHMS1633554,10.1109/access.2020.3025828,0,,,,,,,,,predictive,
116,32058317,Multi-modal normalization of resting-state using local physiology reduces changes in functional connectivity patterns observed in mTBI patients,"Champagne AA, Coverdale NS, Ross A, Chen Y, Murray CI, Dubowitz D, Cook DJ.",Neuroimage Clin. 2020;26:102204. doi: 10.1016/j.nicl.2020.102204. Epub 2020 Feb 4.,Champagne AA,Neuroimage Clin,2020,2020/02/15,PMC7013121,,10.1016/j.nicl.2020.102204,1,27,23,,,,1,0,limitation,,
117,33013648,Alterations of Functional Connectivity in Stroke Patients With Basal Ganglia Damage and Cognitive Impairment,"Yao G, Li J, Liu S, Wang J, Cao X, Li X, Cheng L, Chen H, Xu Y.",Front Neurol. 2020 Sep 10;11:980. doi: 10.3389/fneur.2020.00980. eCollection 2020.,Yao G,Front Neurol,2020,2020/10/05,PMC7511868,,10.3389/fneur.2020.00980,1,21,14,,,,0,0,,,
118,32655471,Altered Granger Causal Connectivity of Resting-State Neural Networks in Patients With Leukoaraiosis-Associated Cognitive Impairment-A Cross-Sectional Study,"Shi Q, Chen H, Jia Q, Yuan Z, Wang J, Li Y, Han Z, Mo D, Zhang Y.",Front Neurol. 2020 Jun 10;11:457. doi: 10.3389/fneur.2020.00457. eCollection 2020.,Shi Q,Front Neurol,2020,2020/07/14,PMC7325959,,10.3389/fneur.2020.00457,1,35,32,20,,,0,0,,,
119,32417745,Diminished self-monitoring in hallucinations - Aberrant anterior insula connectivity differentiates auditory hallucinations in schizophrenia from subjective tinnitus,"Yang H, Wang M, Wu F, Li Q, Zheng Y, Qin P.",Asian J Psychiatr. 2020 Aug;52:102056. doi: 10.1016/j.ajp.2020.102056. Epub 2020 May 7.,Yang H,Asian J Psychiatr,2020,2020/05/18,,,10.1016/j.ajp.2020.102056,1,20,13,9,,,0,0,,seed-based,
120,31951969,Forced conceptual thought induced by electrical stimulation of the left prefrontal gyrus involves widespread neural networks,"Liu A, Friedman D, Barron DS, Wang X, Thesen T, Dugan P.",Epilepsy Behav. 2020 Mar;104(Pt A):106644. doi: 10.1016/j.yebeh.2019.106644. Epub 2020 Jan 14.,Liu A,Epilepsy Behav,2020,2020/01/18,PMC7172015,NIHMS1543476,10.1016/j.yebeh.2019.106644,1,81,3,,,,0,0,,seed-based,
