PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,250
35428882,Disruption of the brain-esophagus axis in obese patients with heartburn,"Ribeiro M, Forcelini CM, Navarini D, Soder RB, Fornari F.",Dis Esophagus. 2022 Apr 15:doac021. doi: 10.1093/dote/doac021. Online ahead of print.,Ribeiro M,Dis Esophagus,2022,2022/04/16,,,10.1093/dote/doac021,K,0,,,,,,,,,intervention,
35478700,"Network Reconfiguration Among Cerebellar Visual, and Motor Regions Affects Movement Function in Spinocerebellar Ataxia Type 3","Chen H, Dai L, Zhang Y, Feng L, Jiang Z, Wang X, Xie D, Guo J, Chen H, Wang J, Liu C.",Front Aging Neurosci. 2022 Apr 11;14:773119. doi: 10.3389/fnagi.2022.773119. eCollection 2022.,Chen H,Front Aging Neurosci,2022,2022/04/28,PMC9036064,,10.3389/fnagi.2022.773119,K,1,41,41,,,,1,0,limitation,whole-brain,
35203920,Relationships between Diffusion Tensor Imaging and Resting State Functional Connectivity in Patients with Schizophrenia and Healthy Controls: A Preliminary Study,"Hoptman MJ, Tural U, Lim KO, Javitt DC, Oberlin LE.",Brain Sci. 2022 Jan 25;12(2):156. doi: 10.3390/brainsci12020156.,Hoptman MJ,Brain Sci,2022,2022/02/25,PMC8870342,,10.3390/brainsci12020156,K,0,,,,,,,,,assocation,
35219625,Functional connectivity changes during migraine treatment with electroacupuncture at Shuaigu (GB8),"Wei XY, Luo SL, Chen H, Liu SS, Gong ZG, Zhan SH.",J Integr Med. 2022 May;20(3):237-243. doi: 10.1016/j.joim.2022.01.009. Epub 2022 Jan 31.,Wei XY,J Integr Med,2022,2022/02/27,,,10.1016/j.joim.2022.01.009,K,0,,,,,,,,,intervention,
35496229,Enhanced Instructed Fear Learning in Delusion-Proneness,"Louzolo A, Almeida R, Guitart-Masip M, Björnsdotter M, Lebedev A, Ingvar M, Olsson A, Petrovic P.",Front Psychol. 2022 Apr 13;13:786778. doi: 10.3389/fpsyg.2022.786778. eCollection 2022.,Louzolo A,Front Psychol,2022,2022/05/02,PMC9043131,,10.3389/fpsyg.2022.786778,K,1,20,20,,,,1,0,interpretation,seed-based,
36204419,Path analysis: A method to estimate altered pathways in time-varying graphs of neuroimaging data,"Falakshahi H, Rokham H, Fu Z, Iraji A, Mathalon DH, Ford JM, Mueller BA, Preda A, van Erp TGM, Turner JA, Plis S, Calhoun VD.",Netw Neurosci. 2022 Jul 1;6(3):634-664. doi: 10.1162/netn_a_00247. eCollection 2022 Jul.,Falakshahi H,Netw Neurosci,2022,2022/10/07,PMC9531579,,10.1162/netn_a_00247,K,0,,,,,,,,,method paper,
35791929,Anterior cingulate glutamate levels associate with functional activation and connectivity during sensory integration in schizophrenia: a multimodal (1)H-MRS and fMRI study,"Cai XL, Pu CC, Zhou SZ, Wang Y, Huang J, Lui SSY, Møller A, Cheung EFC, Madsen KH, Xue R, Yu X, Chan RCK.",Psychol Med. 2022 Jul 6:1-11. doi: 10.1017/S0033291722001817. Online ahead of print.,Cai XL,Psychol Med,2022,2022/07/06,,,10.1017/S0033291722001817,K,1,20,20,,,,0,0,,seed-based,
35774279,Functional MRI Changes in Patients after Thyroidectomy under General Anesthesia,"Yang X, Yu B, Ma L.",Biomed Res Int. 2022 Jun 21;2022:1935125. doi: 10.1155/2022/1935125. eCollection 2022.,Yang X,Biomed Res Int,2022,2022/07/01,PMC9239812,,10.1155/2022/1935125,K,0,,,,,,,,,intervention,
35448042,Changes in the Intranetwork and Internetwork Connectivity of the Default Mode Network and Olfactory Network in Patients with COVID-19 and Olfactory Dysfunction,"Zhang H, Chung TW, Wong FK, Hung IF, Mak HK.",Brain Sci. 2022 Apr 18;12(4):511. doi: 10.3390/brainsci12040511.,Zhang H,Brain Sci,2022,2022/04/21,PMC9029634,,10.3390/brainsci12040511,K,1,13,22,,,,0,0,,,
35241697,Aberrant dopamine transporter and functional connectivity patterns in LRRK2 and GBA mutation carriers,"Droby A, Artzi M, Lerman H, Hutchison RM, Bashat DB, Omer N, Gurevich T, Orr-Urtreger A, Cohen B, Cedarbaum JM, Sapir EE, Giladi N, Mirelman A, Thaler A.",NPJ Parkinsons Dis. 2022 Mar 3;8(1):20. doi: 10.1038/s41531-022-00285-z.,Droby A,NPJ Parkinsons Dis,2022,2022/03/04,PMC8894349,,10.1038/s41531-022-00285-z,K,1,26,25,34,,,0,0,,ica,
36057586,Static and dynamic functional connectivity variability of the anterior-posterior hippocampus with subjective cognitive decline,"Wang Q, Chen B, Zhong X, Hou L, Zhang M, Yang M, Wu Z, Chen X, Mai N, Zhou H, Lin G, Zhang S, Ning Y.",Alzheimers Res Ther. 2022 Sep 3;14(1):122. doi: 10.1186/s13195-022-01066-9.,Wang Q,Alzheimers Res Ther,2022,2022/09/03,PMC9440588,,10.1186/s13195-022-01066-9,K,1,70,65,,,,0,0,,seed-based,
35662792,Abnormalities in the default mode network in late-life depression: A study of resting-state fMRI,"Guàrdia-Olmos J, Soriano-Mas C, Tormo-Rodríguez L, Cañete-Massé C, Cerro ID, Urretavizcaya M, Menchón JM, Soria V, Peró-Cebollero M.",Int J Clin Health Psychol. 2022 Sep-Dec;22(3):100317. doi: 10.1016/j.ijchp.2022.100317. Epub 2022 May 27.,Guàrdia-Olmos J,Int J Clin Health Psychol,2022,2022/06/06,PMC9156943,,10.1016/j.ijchp.2022.100317,K,1,27,32,,,,0,0,,DMN,
35832064,Neural Dysconnectivity in the Hippocampus Correlates With White Matter Lesions and Cognitive Measures in Patients With Coronary Artery Disease,"Niu J, Zhang J, Yan J, Xu Z, Fang X, You J, Liu Z, Wu W, Li T.",Front Aging Neurosci. 2022 Jun 27;14:786253. doi: 10.3389/fnagi.2022.786253. eCollection 2022.,Niu J,Front Aging Neurosci,2022,2022/07/14,PMC9271740,,10.3389/fnagi.2022.786253,K,1,30,36,,,,0,0,,whole-brain,
35113016,Mapping dopaminergic projections in the human brain with resting-state fMRI,"Oldehinkel M, Llera A, Faber M, Huertas I, Buitelaar JK, Bloem BR, Marquand AF, Helmich RC, Haak KV, Beckmann CF.",Elife. 2022 Feb 3;11:e71846. doi: 10.7554/eLife.71846.,Oldehinkel M,Elife,2022,2022/02/03,PMC8843090,,10.7554/eLife.71846,K,0,,,,,,,,,method paper,
35199226,Processing speed dysfunction is associated with functional corticostriatal circuit alterations in childhood epilepsy with centrotemporal spikes: a PET and fMRI study,"Li Y, Zhang T, Feng J, Qian S, Wu S, Zhou R, Wang J, Sa G, Wang X, Li L, Chen F, Yang H, Zhang H, Tian M.",Eur J Nucl Med Mol Imaging. 2022 Jul;49(9):3186-3196. doi: 10.1007/s00259-022-05740-w. Epub 2022 Feb 24.,Li Y,Eur J Nucl Med Mol Imaging,2022,2022/02/24,PMC9250469,,10.1007/s00259-022-05740-w,K,1,20,20,,,,0,0,,whole-brain,
36058165,MRI markers of brain network integrity relate to neurological outcome in postanoxic coma,"Keijzer HM, Lange PAM, Meijer FJA, Tonino BAR, Blans MJ, Klijn CJM, Hoedemaekers CWE, Hofmeijer J, Helmich RC.",Neuroimage Clin. 2022 Aug 26;36:103171. doi: 10.1016/j.nicl.2022.103171. Online ahead of print.,Keijzer HM,Neuroimage Clin,2022,2022/09/04,PMC9446009,,10.1016/j.nicl.2022.103171,K,1,29,19,,,,0,0,,ICA,
35560690,Cine gastric MRI reveals altered Gut-Brain Axis in Functional Dyspepsia: gastric motility is linked with brainstem-cortical fMRI connectivity,"Sclocco R, Fisher H, Staley R, Han K, Mendez A, Bolender A, Coll-Font J, Kettner NW, Nguyen C, Kuo B, Napadow V.",Neurogastroenterol Motil. 2022 Oct;34(10):e14396. doi: 10.1111/nmo.14396. Epub 2022 May 13.,Sclocco R,Neurogastroenterol Motil,2022,2022/05/13,PMC9529794,NIHMS1808604,10.1111/nmo.14396,K,1,15,14,,,,0,0,,whole-brain,
35633496,Functional Specificity of TPS Brain Stimulation Effects in Patients with Alzheimer's Disease: A Follow-up fMRI Analysis,"Dörl G, Matt E, Beisteiner R.",Neurol Ther. 2022 Sep;11(3):1391-1398. doi: 10.1007/s40120-022-00362-8. Epub 2022 May 28.,Dörl G,Neurol Ther,2022,2022/05/28,PMC9338196,,10.1007/s40120-022-00362-8,K,0,,,,,,,,,intervention,
35768210,Three Dimensions of Association Link Migraine Symptoms and Functional Connectivity,"Krimmel SR, DeSouza DD, Keaser ML, Sanjanwala BM, Cowan RP, Lindquist MA, Haythornthwaite JA, Seminowicz DA.",J Neurosci. 2022 Aug 3;42(31):6156-6166. doi: 10.1523/JNEUROSCI.1796-21.2022. Epub 2022 Jun 29.,Krimmel SR,J Neurosci,2022,2022/06/29,PMC9351635,,10.1523/JNEUROSCI.1796-21.2022,K,0,,,,,,,,,assocation study,
36208548,"Effects of hyperbaric oxygen therapy on functional and structural connectivity in post-COVID-19 condition patients: A randomized, sham-controlled trial","Catalogna M, Sasson E, Hadanny A, Parag Y, Zilberman-Itskovich S, Efrati S.",Neuroimage Clin. 2022 Oct 3;36:103218. doi: 10.1016/j.nicl.2022.103218. Online ahead of print.,Catalogna M,Neuroimage Clin,2022,2022/10/08,PMC9528018,,10.1016/j.nicl.2022.103218,K,0,,,,,,,,,intervention,
35337298,Influence and interaction of resting state functional magnetic resonance and tryptophan hydroxylase-2 methylation on short-term antidepressant drug response,"Tan T, Xu Z, Gao C, Shen T, Li L, Chen Z, Chen L, Xu M, Chen B, Liu J, Zhang Z, Yuan Y.",BMC Psychiatry. 2022 Mar 25;22(1):218. doi: 10.1186/s12888-022-03860-z.,Tan T,BMC Psychiatry,2022,2022/03/26,PMC8957120,,10.1186/s12888-022-03860-z,K,1,36,21,,,,0,0,,seed-based,
35463932,"More Than Just Statics: Temporal Dynamic Changes in Inter- and Intrahemispheric Functional Connectivity in First-Episode, Drug-Naive Patients With Major Depressive Disorder","Jiang Y, Chen Y, Zheng R, Zhou B, Wei Y, Gao A, Wei Y, Li S, Guo J, Han S, Zhang Y, Cheng J.",Front Hum Neurosci. 2022 Apr 8;16:868135. doi: 10.3389/fnhum.2022.868135. eCollection 2022.,Jiang Y,Front Hum Neurosci,2022,2022/04/25,PMC9024080,,10.3389/fnhum.2022.868135,K,1,58,48,,,,0,0,,"whole brain, dfc",
36198063,Frontothalamic Circuit Abnormalities in Patients With Bipolar Depression and Suicide Attempts,"Zhang L, Li Z, Wu Y, Yu Y, Ji GJ, Tian Y, Wang K.",J Clin Psychiatry. 2022 Oct 5;83(6):21m14185. doi: 10.4088/JCP.21m14185.,Zhang L,J Clin Psychiatry,2022,2022/10/05,,,10.4088/JCP.21m14185,K,1,39,26,,,,0,0,,5 ROIs,
35173179,Depressive symptoms reduce when dorsolateral prefrontal cortex-precuneus connectivity normalizes after functional connectivity neurofeedback,"Taylor JE, Yamada T, Kawashima T, Kobayashi Y, Yoshihara Y, Miyata J, Murai T, Kawato M, Motegi T.",Sci Rep. 2022 Feb 16;12(1):2581. doi: 10.1038/s41598-022-05860-1.,Taylor JE,Sci Rep,2022,2022/02/17,PMC8850610,,10.1038/s41598-022-05860-1,K,0,,,,,,,,,intervention,
36006583,Brain Response of Major Depressive Disorder Patients to Emotionally Positive and Negative Music,"Deng J, Chen Y, Zeng W, Luo X, Li Y.",J Mol Neurosci. 2022 Aug 25. doi: 10.1007/s12031-022-02061-3. Online ahead of print.,Deng J,J Mol Neurosci,2022,2022/08/25,,,10.1007/s12031-022-02061-3,K,1,19,20,,,,0,0,,seed-based,
35305499,Abnormal habenula functional connectivity characterizes treatment-resistant depression,"Barreiros AR, Breukelaar I, Mayur P, Andepalli J, Tomimatsu Y, Funayama K, Foster S, Boyce P, Malhi GS, Harris A, Korgaonkar MS.",Neuroimage Clin. 2022;34:102990. doi: 10.1016/j.nicl.2022.102990. Epub 2022 Mar 15.,Barreiros AR,Neuroimage Clin,2022,2022/03/19,PMC8933564,,10.1016/j.nicl.2022.102990,K,1,35,35,38,,,0,0,,whole-brain,
35839637,Parietal-hippocampal rTMS improves cognitive function in Alzheimer's disease and increases dynamic functional connectivity of default mode network,"Wei L, Zhang Y, Wang J, Xu L, Yang K, Lv X, Zhu Z, Gong Q, Hu W, Li X, Qian M, Shen Y, Chen W.",Psychiatry Res. 2022 Sep;315:114721. doi: 10.1016/j.psychres.2022.114721. Epub 2022 Jul 8.,Wei L,Psychiatry Res,2022,2022/07/15,,,10.1016/j.psychres.2022.114721,K,0,,,,,,,,,intervention,
35500840,"Characterizing Thalamocortical (Dys)connectivity Following D-Amphetamine, LSD, and MDMA Administration","Avram M, Müller F, Rogg H, Korda A, Andreou C, Holze F, Vizeli P, Ley L, Liechti ME, Borgwardt S.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2022 Sep;7(9):885-894. doi: 10.1016/j.bpsc.2022.04.003. Epub 2022 Apr 29.,Avram M,Biol Psychiatry Cogn Neurosci Neuroimaging,2022,2022/05/02,,,10.1016/j.bpsc.2022.04.003,K,0,,,,,,,,,intervention,
34337670,Imbalance Between Prefronto-Thalamic and Sensorimotor-Thalamic Circuitries Associated with Working Memory Deficit in Schizophrenia,"Wu G, Palaniyappan L, Zhang M, Yang J, Xi C, Liu Z, Xue Z, Ouyang X, Tao H, Zhang J, Luo Q, Pu W.",Schizophr Bull. 2022 Jan 21;48(1):251-261. doi: 10.1093/schbul/sbab086.,Wu G,Schizophr Bull,2022,2021/08/02,PMC8781324,,10.1093/schbul/sbab086,K,1,172,103,,,,0,0,,seed-based,
36110091,Moxibustion for primary dysmenorrhea: A resting-state functional magnetic resonance imaging study exploring the alteration of functional connectivity strength and functional connectivity,"Yang H, Li X, Guo XL, Zhou J, Shen ZF, Liu LY, Wei W, Yang L, Yu Z, Chen J, Liang FR, Yu SY, Yang J.",Front Neurosci. 2022 Aug 30;16:969064. doi: 10.3389/fnins.2022.969064. eCollection 2022.,Yang H,Front Neurosci,2022,2022/09/16,PMC9469737,,10.3389/fnins.2022.969064,K,1,23,23,,,,0,0,,seed-based,
35899271,Modulation of Brain Activity and Functional Connectivity by Acupuncture Combined With Donepezil on Mild-to-Moderate Alzheimer's Disease: A Neuroimaging Pilot Study,"Zhan Y, Fu Q, Pei J, Fan M, Yu Q, Guo M, Zhou H, Wang T, Wang L, Chen Y.",Front Neurol. 2022 Jul 11;13:912923. doi: 10.3389/fneur.2022.912923. eCollection 2022.,Zhan Y,Front Neurol,2022,2022/07/28,PMC9309357,,10.3389/fneur.2022.912923,K,0,,,,,,,,,intervention,
35908308,Predicting escitalopram treatment response from pre-treatment and early response resting state fMRI in a multi-site sample: A CAN-BIND-1 report,"Harris JK, Hassel S, Davis AD, Zamyadi M, Arnott SR, Milev R, Lam RW, Frey BN, Hall GB, Müller DJ, Rotzinger S, Kennedy SH, Strother SC, MacQueen GM, Greiner R.",Neuroimage Clin. 2022;35:103120. doi: 10.1016/j.nicl.2022.103120. Epub 2022 Jul 16.,Harris JK,Neuroimage Clin,2022,2022/07/31,PMC9421454,,10.1016/j.nicl.2022.103120,K,0,,,,,,,,,intervention,
35537216,Modulation of dorsolateral prefrontal cortex functional connectivity after intermittent theta-burst stimulation in depression: Combining findings from fNIRS and fMRI,"Struckmann W, Bodén R, Gingnell M, Fällmar D, Persson J.",Neuroimage Clin. 2022;34:103028. doi: 10.1016/j.nicl.2022.103028. Epub 2022 May 2.,Struckmann W,Neuroimage Clin,2022,2022/05/10,PMC9118162,,10.1016/j.nicl.2022.103028,K,0,,,,,,,,,intervention,
35688847,An exploratory study of resting-state functional connectivity of amygdala subregions in posttraumatic stress disorder following trauma in adulthood,"Leite L, Esper NB, Junior JRML, Lara DR, Buchweitz A.",Sci Rep. 2022 Jun 10;12(1):9558. doi: 10.1038/s41598-022-13395-8.,Leite L,Sci Rep,2022,2022/06/10,PMC9187646,,10.1038/s41598-022-13395-8,K,1,10,10,,,,1,0,limitation,,
35585920,Neural Responses of Acupuncture for Treating Functional Dyspepsia: An fMRI Study,"Dong X, Yin T, Yu S, He Z, Chen Y, Ma P, Qu Y, Yin S, Liu X, Zhang T, Huang L, Lu J, Gong Q, Zeng F.",Front Neurosci. 2022 May 2;16:819310. doi: 10.3389/fnins.2022.819310. eCollection 2022.,Dong X,Front Neurosci,2022,2022/05/19,PMC9108289,,10.3389/fnins.2022.819310,K,0,,,,,,,,,intervention,
35936982,Functional Magnetic Resonance Imaging of Brain Function and Emergence Agitation of Patients with Dexmedetomidine-Assisted General Anesthesia under Comfortable Nursing Intervention,"Gao J, Zheng Q, Liu M, Bao J.",Comput Intell Neurosci. 2022 Jul 19;2022:8527568. doi: 10.1155/2022/8527568. eCollection 2022.,Gao J,Comput Intell Neurosci,2022,2022/08/08,PMC9347218,,10.1155/2022/8527568,K,0,,,,,,,,,intervention,
35533827,Graph theory analysis identified two hubs that connect sensorimotor and cognitive and cortical and subcortical nociceptive networks in the non-human primate,"Wu R, Wang F, Yang PF, Gore JC, Chen LM.",Neuroimage. 2022 Aug 15;257:119244. doi: 10.1016/j.neuroimage.2022.119244. Epub 2022 May 6.,Wu R,Neuroimage,2022,2022/05/09,PMC9306334,NIHMS1818996,10.1016/j.neuroimage.2022.119244,K,0,,,,,,,,,non-human,
35849311,Reading-related Brain Function Restored to Normal After Articulation Training in Patients with Cleft Lip and Palate: An fMRI Study,"Sun L, Zhang W, Wang M, Wang S, Li Z, Zhao C, Lin M, Si Q, Li X, Liang Y, Wei J, Zhang X, Chen R, Li C.",Neurosci Bull. 2022 Oct;38(10):1215-1228. doi: 10.1007/s12264-022-00918-6. Epub 2022 Jul 18.,Sun L,Neurosci Bull,2022,2022/07/18,PMC9554179,,10.1007/s12264-022-00918-6,K,0,,,,,,,,,intervention,
36007593,Altered activity in functional brain networks involved in lexical decision making in bipolar disorder: An fMRI case-control study,"Kusi M, Wong STS, Percival CM, Zurrin R, Roes MM, Woodward TS, Goghari VM.",J Affect Disord. 2022 Nov 15;317:59-71. doi: 10.1016/j.jad.2022.08.040. Epub 2022 Aug 22.,Kusi M,J Affect Disord,2022,2022/08/25,,,10.1016/j.jad.2022.08.040,K,1,25,21,,,,1,1,"limitation, motivation",,
35149867,Characterization of resting functional MRI activity alterations across epileptic foci and networks,"Sainburg LE, Little AA, Johnson GW, Janson AP, Levine KK, González HFJ, Rogers BP, Chang C, Englot DJ, Morgan VL.",Cereb Cortex. 2022 Feb 12:bhac035. doi: 10.1093/cercor/bhac035. Online ahead of print.,Sainburg LE,Cereb Cortex,2022,2022/02/12,,,10.1093/cercor/bhac035,K,1,47,96,,,,1,0,limitation,whole-brain,
35302386,Brain Network Connectivity and Executive Function in Children with Infantile Hydrocephalus,"Adam R, Ghahari D, Morton JB, Eagleson R, de Ribaupierre S.",Brain Connect. 2022 Apr 21. doi: 10.1089/brain.2021.0149. Online ahead of print.,Adam R,Brain Connect,2022,2022/03/18,,,10.1089/brain.2021.0149,K,0,,,,,,,,,case report,
35705764,Temporal Dynamics of Resting-state Functional Networks and Cognitive Functioning following Systemic Treatment for Breast Cancer,"Luijendijk MJ, Bekele BM, Schagen SB, Douw L, de Ruiter MB.",Brain Imaging Behav. 2022 Jun 15. doi: 10.1007/s11682-022-00651-8. Online ahead of print.,Luijendijk MJ,Brain Imaging Behav,2022,2022/06/15,,,10.1007/s11682-022-00651-8,K,1,34,32,35,,,1,0,limitation,dfc,
36160829,Impaired Brain Information Transmission Efficiency and Flexibility in Parkinson's Disease and Rapid Eye Movement Sleep Behavior Disorder: Evidence from Functional Connectivity and Functional Dynamics,"Wei J, Lyu J, Xiang J, Niu Y, Yang L, Fan C, Li D, Yang Y.",Parkinsons Dis. 2022 Sep 15;2022:7495371. doi: 10.1155/2022/7495371. eCollection 2022.,Wei J,Parkinsons Dis,2022,2022/09/26,PMC9499819,,10.1155/2022/7495371,K,1,24,45,21,,,0,0,,whole-brain,
36166918,Functional connectivity to the premotor cortex maps onto longitudinal brain neurodegeneration in progressive apraxia of speech,"Sintini I, Duffy JR, Clark HM, Utianski RL, Botha H, Machulda MM, Senjem ML, Strand EA, Schwarz CG, Lowe VJ, Jack CR, Josephs KA, Whitwell JL.",Neurobiol Aging. 2022 Sep 2;120:105-116. doi: 10.1016/j.neurobiolaging.2022.08.013. Online ahead of print.,Sintini I,Neurobiol Aging,2022,2022/09/27,,,10.1016/j.neurobiolaging.2022.08.013,K,0,,,,,,,,,longitunal,
35465401,Novel Analysis Identifying Functional Connectivity Patterns Associated with Posttraumatic Stress Disorder,"Wright N, Patel R, Chaulk SJ, Alcolado G, Podnar D, Mota N, Monson CM, Girard TA, Ko JH.",Chronic Stress (Thousand Oaks). 2022 Apr 18;6:24705470221092428. doi: 10.1177/24705470221092428. eCollection 2022 Jan-Dec.,Wright N,Chronic Stress (Thousand Oaks),2022,2022/04/25,PMC9019376,,10.1177/24705470221092428,K,1,11,11,,,,0,0,,,
35933493,Altered Effective Connectivity Among the Cerebellum and Cerebrum in Patients with Major Depressive Disorder Using Multisite Resting-State fMRI,"Dai P, Zhou X, Xiong T, Ou Y, Chen Z, Zou B, Li W, Huang Z.",Cerebellum. 2022 Aug 6. doi: 10.1007/s12311-022-01454-9. Online ahead of print.,Dai P,Cerebellum,2022,2022/08/06,,,10.1007/s12311-022-01454-9,K,1,232,393,,,,0,0,,,
35768414,Is genetic risk of ADHD mediated via dopaminergic mechanism? A study of functional connectivity in ADHD and pharmacologically challenged healthy volunteers with a genetic risk profile,"Grimm O, Thomä L, Kranz TM, Reif A.",Transl Psychiatry. 2022 Jun 29;12(1):264. doi: 10.1038/s41398-022-02003-y.,Grimm O,Transl Psychiatry,2022,2022/06/29,PMC9243079,,10.1038/s41398-022-02003-y,K,1,27,27,,,,1,1,"limitation, motivation",,
35429070,Contrast agent-free state-of-the-art magnetic resonance imaging on cerebral small vessel disease - Part 2: Diffusion tensor imaging and functional magnetic resonance imaging,"da Silva PHR, Paschoal AM, Secchinatto KF, Zotin MCZ, Dos Santos AC, Viswanathan A, Pontes-Neto OM, Leoni RF.",NMR Biomed. 2022 Aug;35(8):e4743. doi: 10.1002/nbm.4743. Epub 2022 May 6.,da Silva PHR,NMR Biomed,2022,2022/04/16,,,10.1002/nbm.4743,IL,0,,,,,,,,,review,
36161679,"Segregation, integration and balance in resting-state brain functional networks associated with bipolar disorder symptoms","Chang Z, Wang X, Wu Y, Lin P, Wang R.",Hum Brain Mapp. 2022 Sep 26. doi: 10.1002/hbm.26087. Online ahead of print.,Chang Z,Hum Brain Mapp,2022,2022/09/26,,,10.1002/hbm.26087,IL,1,49,49,,,,0,0,,,
36153812,Enhancement of astrocytic gap junctions Connexin43 coupling can improve long-term isoflurane anesthesia-mediated brain network abnormalities and cognitive impairment,"Dong R, Lv P, Han Y, Jiang L, Wang Z, Peng L, Ma Z, Xia T, Zhang B, Gu X.",CNS Neurosci Ther. 2022 Sep 25. doi: 10.1111/cns.13974. Online ahead of print.,Dong R,CNS Neurosci Ther,2022,2022/09/25,,,10.1111/cns.13974,IL,0,,,,,,,,,mice,
35990061,Superior temporal gyrus functional connectivity predicts transcranial direct current stimulation response in Schizophrenia: A machine learning study,"Paul AK, Bose A, Kalmady SV, Shivakumar V, Sreeraj VS, Parlikar R, Narayanaswamy JC, Dursun SM, Greenshaw AJ, Greiner R, Venkatasubramanian G.",Front Psychiatry. 2022 Aug 5;13:923938. doi: 10.3389/fpsyt.2022.923938. eCollection 2022.,Paul AK,Front Psychiatry,2022,2022/08/22,PMC9388779,,10.3389/fpsyt.2022.923938,IL,0,,,,,,,,,ML,
35185654,Habenular Involvement in Response to Subcallosal Cingulate Deep Brain Stimulation for Depression,"Elias GJB, Germann J, Loh A, Boutet A, Pancholi A, Beyn ME, Bhat V, Woodside DB, Giacobbe P, Kennedy SH, Lozano AM.",Front Psychiatry. 2022 Feb 4;13:810777. doi: 10.3389/fpsyt.2022.810777. eCollection 2022.,Elias GJB,Front Psychiatry,2022,2022/02/21,PMC8854862,,10.3389/fpsyt.2022.810777,IL,1,9,3,,,,0,0,,seed-based,
35370853,Improved Interhemispheric Functional Connectivity in Postpartum Depression Disorder: Associations With Individual Target-Transcranial Magnetic Stimulation Treatment Effects,"Zhang Y, Mu Y, Li X, Sun C, Ma X, Li S, Li L, Zhang Z, Qi S.",Front Psychiatry. 2022 Mar 15;13:859453. doi: 10.3389/fpsyt.2022.859453. eCollection 2022.,Zhang Y,Front Psychiatry,2022,2022/04/04,PMC8964485,,10.3389/fpsyt.2022.859453,IL,1,32,32,,,,0,0,,seed-based,
35092893,Functional network connectivity and topology during naturalistic stimulus is altered in first-episode psychosis,"Rikandi E, Mäntylä T, Lindgren M, Kieseppä T, Suvisaari J, Raij TT.",Schizophr Res. 2022 Mar;241:83-91. doi: 10.1016/j.schres.2022.01.006. Epub 2022 Jan 29.,Rikandi E,Schizophr Res,2022,2022/01/29,,,10.1016/j.schres.2022.01.006,IL,1,71,57,,,,1,0,motivation,,
35086140,Altered resting-state networks in adolescent non-suicidal self-injury-a graph theory analysis,"Mürner-Lavanchy I, Koenig J, Reichl C, Brunner R, Kaess M.",Soc Cogn Affect Neurosci. 2022 Sep 1;17(9):819-827. doi: 10.1093/scan/nsac007.,Mürner-Lavanchy I,Soc Cogn Affect Neurosci,2022,2022/01/27,PMC9433841,,10.1093/scan/nsac007,IL,1,33,29,,,,0,0,,,
35880279,[Effect of acupuncture on hypothalamic functional connectivity in patients with premature ova-rian insufficiency based on resting-state functional magnetic resonance imaging],"Zhao TT, Liu YK, Zhou JL, Ning HX, Wu XL, Song YF, Sun JH, Pei LX.",Zhen Ci Yan Jiu. 2022 Jul 25;47(7):617-24. doi: 10.13702/j.1000-0607.20210399.,Zhao TT,Zhen Ci Yan Jiu,2022,2022/07/26,,,10.13702/j.1000-0607.20210399,IL,0,,,,,,,,,Written in Chinese,
35248197,Neuroimaging approaches to cognition in Parkinson's disease,"Montaser-Kouhsari L, Young CB, Poston KL.",Prog Brain Res. 2022;269(1):257-286. doi: 10.1016/bs.pbr.2022.01.008. Epub 2022 Feb 9.,Montaser-Kouhsari L,Prog Brain Res,2022,2022/03/06,,,10.1016/bs.pbr.2022.01.008,IL,0,,,,,,,,,chapter,
35551877,Increased resting-state interhemispheric functional connectivity of striatum in first-episode drug-naive adolescent-onset schizophrenia,"Yang G, Zhang S, Zhou Y, Song Y, Hu W, Peng Y, Shi H, Zhang Y.",Asian J Psychiatr. 2022 Oct;76:103134. doi: 10.1016/j.ajp.2022.103134. Epub 2022 Apr 25.,Yang G,Asian J Psychiatr,2022,2022/05/13,,,10.1016/j.ajp.2022.103134,IL,1,107,67,34,,,0,0,,,
35944422,Altered dynamic functional connectivity of striatal-cortical circuits in Juvenile Myoclonic Epilepsy,"Yang T, Zhang Y, Zhang T, Zhou H, Yang M, Ren J, Li L, Lei D, Gong Q, Zhou D.",Seizure. 2022 Oct;101:103-108. doi: 10.1016/j.seizure.2022.07.002. Epub 2022 Jul 2.,Yang T,Seizure,2022,2022/08/09,,,10.1016/j.seizure.2022.07.002,IL,1,30,30,,,,0,0,,seed-based,
35023218,Personalized fMRI Delineates Functional Regions Preserved within Brain Tumors,"Cui W, Wang Y, Ren J, Hubbard CS, Fu X, Fang S, Wang D, Zhang H, Li Y, Li L, Jiang T, Liu H.",Ann Neurol. 2022 Mar;91(3):353-366. doi: 10.1002/ana.26303. Epub 2022 Jan 31.,Cui W,Ann Neurol,2022,2022/01/13,PMC9107064,NIHMS1805034,10.1002/ana.26303,IL,0,,,,,,,,,"method, predictive, within-patient",
