PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,78
33233622,Association between Structural Connectivity and Generalized Cognitive Spectrum in Alzheimer's Disease,"Lombardi A, Amoroso N, Diacono D, Monaco A, Logroscino G, De Blasi R, Bellotti R, Tangaro S.",Brain Sci. 2020 Nov 20;10(11):879. doi: 10.3390/brainsci10110879.,Lombardi A,Brain Sci,2020,2020/11/25,PMC7699729,,10.3390/brainsci10110879,EP,1,48,39,104,,,0,,,,
32212855,The Relationship Between White Matter Microstructure and General Cognitive Ability in Patients With Schizophrenia and Healthy Participants in the ENIGMA Consortium,"Holleran L, Kelly S, Alloza C, Agartz I, Andreassen OA, Arango C, Banaj N, Calhoun V, Cannon D, Carr V, Corvin A, Glahn DC, Gur R, Hong E, Hoschl C, Howells FM, James A, Janssen J, Kochunov P, Lawrie SM, Liu J, Martinez C, McDonald C, Morris D, Mothersill D, Pantelis C, Piras F, Potkin S, Rasser PE, Roalf D, Rowland L, Satterthwaite T, Schall U, Spalletta G, Spaniel F, Stein DJ, Uhlmann A, Voineskos A, Zalesky A, van Erp TGM, Turner JA, Deary IJ, Thompson PM, Jahanshad N, Donohoe G.",Am J Psychiatry. 2020 Jun 1;177(6):537-547. doi: 10.1176/appi.ajp.2019.19030225. Epub 2020 Mar 26.,Holleran L,Am J Psychiatry,2020,2020/03/28,PMC7938666,NIHMS1671772,10.1176/appi.ajp.2019.19030225,EP,0,,,,,,,,,meta-analysis,
32155237,White matter basis for the hub-and-spoke semantic representation: evidence from semantic dementia,"Chen Y, Huang L, Chen K, Ding J, Zhang Y, Yang Q, Lv Y, Han Z, Guo Q.",Brain. 2020 Apr 1;143(4):1206-1219. doi: 10.1093/brain/awaa057.,Chen Y,Brain,2020,2020/03/11,PMC7191302,,10.1093/brain/awaa057,EP,1,33,28,,,,0,,,,
31889307,Structural neural markers of response to cognitive behavioral therapy in pediatric obsessive-compulsive disorder,"Pagliaccio D, Cha J, He X, Cyr M, Yanes-Lukin P, Goldberg P, Fontaine M, Rynn MA, Marsh R.",J Child Psychol Psychiatry. 2020 Dec;61(12):1299-1308. doi: 10.1111/jcpp.13191. Epub 2019 Dec 31.,Pagliaccio D,J Child Psychol Psychiatry,2020,2020/01/01,PMC7326644,NIHMS1063614,10.1111/jcpp.13191,EP,1,27,28,,,,0,,,,
32347472,A Combination of Particle Swarm Optimization and Minkowski Weighted K-Means Clustering: Application in Lateralization of Temporal Lobe Epilepsy,"Jamali-Dinan SS, Soltanian-Zadeh H, Bowyer SM, Almohri H, Dehghani H, Elisevich K, Nazem-Zadeh MR.",Brain Topogr. 2020 Jul;33(4):519-532. doi: 10.1007/s10548-020-00770-9. Epub 2020 Apr 28.,Jamali-Dinan SS,Brain Topogr,2020,2020/04/30,,,10.1007/s10548-020-00770-9,EP,0,,,,,,,,,clustering paper,
32116526,Fiber Connectivity Density in Cerebral Small-Vessel Disease Patients With Mild Cognitive Impairment and Cerebral Small-Vessel Disease Patients With Normal Cognition,"Liu C, Shi L, Zhu W, Yang S, Sun P, Qin Y, Tang X, Zhang S, Yao Y, Wang Z, Zhu W, Wang D.",Front Neurosci. 2020 Feb 12;14:83. doi: 10.3389/fnins.2020.00083. eCollection 2020.,Liu C,Front Neurosci,2020,2020/03/03,PMC7028684,,10.3389/fnins.2020.00083,EP,1,22,34,35,,,0,,,,
31927501,Microstructural damage of white-matter tracts connecting large-scale networks is related to impaired executive profile in alcohol use disorder,"Crespi C, Galandra C, Canessa N, Manera M, Poggi P, Basso G.",Neuroimage Clin. 2020;25:102141. doi: 10.1016/j.nicl.2019.102141. Epub 2019 Dec 23.,Crespi C,Neuroimage Clin,2020,2020/01/14,PMC6953958,,10.1016/j.nicl.2019.102141,B,1,22,18,,,,0,,,,
32473382,Diffusion tensor imaging in borderline personality disorder showing prefrontal white matter alterations,"Nenadić I, Katzmann I, Besteher B, Langbein K, Güllmar D.",Compr Psychiatry. 2020 Aug;101:152172. doi: 10.1016/j.comppsych.2020.152172. Epub 2020 May 1.,Nenadić I,Compr Psychiatry,2020,2020/05/31,,,10.1016/j.comppsych.2020.152172,B,1,18,38,,,,0,,,,
32405668,"""I do not feel my hand where I see it"": causal mapping of visuo-proprioceptive integration network in a surgical glioma patient","Mandonnet E, Margulies D, Stengel C, Dali M, Rheault F, Toba MN, Bonnetblanc F, Valero-Cabre A.",Acta Neurochir (Wien). 2020 Aug;162(8):1949-1955. doi: 10.1007/s00701-020-04399-2. Epub 2020 May 13.,Mandonnet E,Acta Neurochir (Wien),2020,2020/05/15,,,10.1007/s00701-020-04399-2,B,0,,,,,,,,,case-report,
33031991,Longitudinal analysis of structural connectivity in patients with newly diagnosed focal epilepsy of unknown origin,"Park KM, Park S, Lee DA, Lee HJ, Kim SE.",Clin Neurol Neurosurg. 2020 Dec;199:106264. doi: 10.1016/j.clineuro.2020.106264. Epub 2020 Oct 1.,Park KM,Clin Neurol Neurosurg,2020,2020/10/08,,,10.1016/j.clineuro.2020.106264,S,0,,,,,,,,,T1 volume structural connectivity,
31892496,Alterations of gray matter volumes and connectivity in patients with tuberous sclerosis complex,"Park BS, Yoo MJ, Kim IH, Park JH, Park SH, Lee YJ, Park KM.",J Clin Neurosci. 2020 Feb;72:360-364. doi: 10.1016/j.jocn.2019.12.046. Epub 2019 Dec 28.,Park BS,J Clin Neurosci,2020,2020/01/02,,,10.1016/j.jocn.2019.12.046,S,0,,,,,,,,,T1 volume structural connectivity,
31350322,Multimodal (18)F-AV-1451 and MRI Findings in Nonfluent Variant of Primary Progressive Aphasia: Possible Insights on Nodal Propagation of Tau Protein Across the Syntactic Network,"Pascual B, Funk Q, Zanotti-Fregonara P, Pal N, Rockers E, Yu M, Spann B, Román GC, Schulz PE, Karmonik C, Appel SH, Masdeu JC.",J Nucl Med. 2020 Feb;61(2):263-269. doi: 10.2967/jnumed.118.225508. Epub 2019 Jul 26.,Pascual B,J Nucl Med,2020,2019/07/28,PMC8801947,,10.2967/jnumed.118.225508,S,1,8,8,,,,0,,,,
32054614,Functional and Structural Connectivity Patterns Associated with Clinical Outcomes in Deep Brain Stimulation of the Globus Pallidus Internus for Generalized Dystonia,"Okromelidze L, Tsuboi T, Eisinger RS, Burns MR, Charbel M, Rana M, Grewal SS, Lu CQ, Almeida L, Foote KD, Okun MS, Middlebrooks EH.",AJNR Am J Neuroradiol. 2020 Mar;41(3):508-514. doi: 10.3174/ajnr.A6429. Epub 2020 Feb 13.,Okromelidze L,AJNR Am J Neuroradiol,2020,2020/02/15,PMC7077906,,10.3174/ajnr.A6429,S,0,,,,,,,,,not a case-control study,
32117016,Abnormal Anatomical Rich-Club Organization and Structural-Functional Coupling in Mild Cognitive Impairment and Alzheimer's Disease,"Cao R, Wang X, Gao Y, Li T, Zhang H, Hussain W, Xie Y, Wang J, Wang B, Xiang J.",Front Neurol. 2020 Feb 5;11:53. doi: 10.3389/fneur.2020.00053. eCollection 2020.,Cao R,Front Neurol,2020,2020/03/03,PMC7013042,,10.3389/fneur.2020.00053,S,1,40,19,38,,,0,,,,
32170447,Laparoscopic sleeve gastrectomy improves brain connectivity in obese patients,"Hu Y, Ji G, Li G, Zhang W, Wang J, Lv G, He Y, Yuan K, von Deneen KM, Chen A, Cui G, Wang H, Manza P, Tomasi D, Volkow ND, Nie Y, Wang GJ, Zhang Y.",J Neurol. 2020 Jul;267(7):1931-1940. doi: 10.1007/s00415-020-09780-w. Epub 2020 Mar 13.,Hu Y,J Neurol,2020,2020/03/15,,,10.1007/s00415-020-09780-w,S,1,22,28,,,,0,,,,
31093673,Brainstem Functional Connectivity Disturbances in Epilepsy may Recover After Successful Surgery,"González HFJ, Goodale SE, Jacobs ML, Haas KF, Landman BA, Morgan VL, Englot DJ.",Neurosurgery. 2020 Mar 1;86(3):417-428. doi: 10.1093/neuros/nyz128.,González HFJ,Neurosurgery,2020,2019/05/17,PMC7308661,,10.1093/neuros/nyz128,S,1,15,15,,,,1,0,limitation,"seed; ""The study is insufficiently powered to evaluate potential confounders, including pathology results and surgery type""",
32329710,Fronto-thalamic structural and effective connectivity and delusions in schizophrenia: a combined DTI/DCM study,"Csukly G, Szabó Á, Polgár P, Farkas K, Gyebnár G, Kozák LR, Stefanics G.",Psychol Med. 2020 Apr 24;51(12):1-11. doi: 10.1017/S0033291720000859. Online ahead of print.,Csukly G,Psychol Med,2020,2020/04/25,PMC8426148,,10.1017/S0033291720000859,S,1,18,20,,,,0,,,,
32095160,Brain-wide structural connectivity alterations under the control of Alzheimer risk genes,"Yan J, Raja V V, Huang Z, Amico E, Nho K, Fang S, Sporns O, Wu YC, Saykin A, Goni J, Shen L; Alzheimer’s Disease Neuroimaging Initiative.",Int J Comput Biol Drug Des. 2020;13(1):58-70. doi: 10.1504/ijcbdd.2020.10026789. Epub 2020 Feb 7.,Yan J,Int J Comput Biol Drug Des,2020,2020/02/26,PMC7039398,NIHMS959726,10.1504/ijcbdd.2020.10026789,S,1,34,26,59,23,36,0,,,,
33044234,MRI in disorders of consciousness,"Snider SB, Edlow BL.",Curr Opin Neurol. 2020 Dec;33(6):676-683. doi: 10.1097/WCO.0000000000000873.,Snider SB,Curr Opin Neurol,2020,2020/10/12,PMC8938962,NIHMS1788618,10.1097/WCO.0000000000000873,S,0,,,,,,,,,it is a review,
32079409,Graph Theoretic Analysis of Brain Connectomics in Multiple Sclerosis: Reliability and Relationship with Cognition,"Welton T, Constantinescu CS, Auer DP, Dineen RA.",Brain Connect. 2020 Mar;10(2):95-104. doi: 10.1089/brain.2019.0717.,Welton T,Brain Connect,2020,2020/02/22,PMC7196369,,10.1089/brain.2019.0717,S,1,37,23,,,,0,,,"they did a power analysis but don't mention it in the manuscript; ""Details of the sample size calculation are given in the Supplementary Data."" they use ""power"" in the manuscript referring to power spectra ",
33193039,Impact of Cognitive Reserve and Structural Connectivity on Cognitive Performance in Multiple Sclerosis,"Lopez-Soley E, Solana E, Martínez-Heras E, Andorra M, Radua J, Prats-Uribe A, Montejo C, Sola-Valls N, Sepulveda M, Pulido-Valdeolivas I, Blanco Y, Martinez-Lapiscina EH, Saiz A, Llufriu S.",Front Neurol. 2020 Oct 30;11:581700. doi: 10.3389/fneur.2020.581700. eCollection 2020.,Lopez-Soley E,Front Neurol,2020,2020/11/16,PMC7662554,,10.3389/fneur.2020.581700,S,1,100,81,,,,0,,,,
32976545,Analyzing the effects of free water modeling by deep learning on diffusion MRI structural connectivity estimates in glioma patients,"Weninger L, Na CH, Jütten K, Merhof D.",PLoS One. 2020 Sep 25;15(9):e0239475. doi: 10.1371/journal.pone.0239475. eCollection 2020.,Weninger L,PLoS One,2020,2020/09/25,PMC7518620,,10.1371/journal.pone.0239475,S,1,35,28,,,,0,,,"they use ""power"" but referring to computing power",
32808036,Characteristics of White Matter Structural Networks in Chronic Schizophrenia Treated With Clozapine or Risperidone and Those Never Treated,"Luo C, Lencer R, Hu N, Xiao Y, Zhang W, Li S, Lui S, Gong Q.",Int J Neuropsychopharmacol. 2020 Dec 29;23(12):799-810. doi: 10.1093/ijnp/pyaa061.,Luo C,Int J Neuropsychopharmacol,2020,2020/08/19,PMC7770521,,10.1093/ijnp/pyaa061,S,1,17,17,17,27,,0,,,,
32415731,Alterations of white matter integrity associated with cognitive deficits in patients with glioma,"Liu D, Liu Y, Hu X, Hu G, Yang K, Xiao C, Hu J, Li Z, Zou Y, Chen J, Liu H.",Brain Behav. 2020 Jul;10(7):e01639. doi: 10.1002/brb3.1639. Epub 2020 May 15.,Liu D,Brain Behav,2020,2020/05/17,PMC7375068,,10.1002/brb3.1639,S,1,35,14,,,,0,,,,
33165193,Reduced structural covariance connectivity of defaut mode network and salience network in MRI-normal focal epilepsy,"Shu T, Xiao X, Long Z, Zhang R.",Neuroreport. 2020 Dec 16;31(18):1289-1295. doi: 10.1097/WNR.0000000000001541.,Shu T,Neuroreport,2020,2020/11/09,,,10.1097/WNR.0000000000001541,S,0,,,,,,,,,structural covariance,
32410965,Multiple Network Disconnection in Anosognosia for Hemiplegia,"Monai E, Bernocchi F, Bisio M, Bisogno AL, Salvalaggio A, Corbetta M.",Front Syst Neurosci. 2020 Apr 29;14:21. doi: 10.3389/fnsys.2020.00021. eCollection 2020.,Monai E,Front Syst Neurosci,2020,2020/05/16,PMC7201993,,10.3389/fnsys.2020.00021,B,0,,,,,,,,,not case-control,
33032067,Reorganization of the structural connectome in primary open angle Glaucoma,"Di Ciò F, Garaci F, Minosse S, Passamonti L, Martucci A, Lanzafame S, Di Giuliano F, Picchi E, Cesareo M, Guerrisi MG, Floris R, Nucci C, Toschi N.",Neuroimage Clin. 2020;28:102419. doi: 10.1016/j.nicl.2020.102419. Epub 2020 Sep 9.,Di Ciò F,Neuroimage Clin,2020,2020/10/08,PMC7552094,,10.1016/j.nicl.2020.102419,B,1,23,15,,,,0,,,"ROC analysis of global metrics and disruption indices (Table 4) yielded a medium discriminative power as determined by the Area under the ROC curve (maximum AUC = 0.75, for the disruption index calculated from local efficiency)",
32063840,Disrupted Brain Structural Connectivity Network in Subcortical Ischemic Vascular Cognitive Impairment With No Dementia,"Sang L, Liu C, Wang L, Zhang J, Zhang Y, Li P, Qiao L, Li C, Qiu M.",Front Aging Neurosci. 2020 Jan 29;12:6. doi: 10.3389/fnagi.2020.00006. eCollection 2020.,Sang L,Front Aging Neurosci,2020,2020/02/18,PMC7000429,,10.3389/fnagi.2020.00006,B,1,14,13,,,,1,0,limitation,,
29743583,Changes in functional and structural brain connectome along the Alzheimer's disease continuum,"Filippi M, Basaia S, Canu E, Imperiale F, Magnani G, Falautano M, Comi G, Falini A, Agosta F.",Mol Psychiatry. 2020 Jan;25(1):230-239. doi: 10.1038/s41380-018-0067-8. Epub 2018 May 9.,Filippi M,Mol Psychiatry,2020,2018/05/11,,,10.1038/s41380-018-0067-8,B,1,94,47,53,,,0,,,,
32954308,Network mediation of pathology pattern in sporadic Creutzfeldt-Jakob disease,"Freeze B, Maia P, Pandya S, Raj A.",Brain Commun. 2020 May 15;2(1):fcaa060. doi: 10.1093/braincomms/fcaa060. eCollection 2020.,Freeze B,Brain Commun,2020,2020/09/21,PMC7425363,,10.1093/braincomms/fcaa060,B,0,,,,,,,,,not case-control,
32919946,Altered Surface Area Covariance in the Mentalizing Network in Schizophrenia: Insight Into Theory of Mind Processing,"Raucher-Chéné D, Lavigne KM, Makowski C, Lepage M.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2022 Jul;7(7):706-715. doi: 10.1016/j.bpsc.2020.06.020. Epub 2020 Jul 11.,Raucher-Chéné D,Biol Psychiatry Cogn Neurosci Neuroimaging,2022,2020/09/13,,,10.1016/j.bpsc.2020.06.020,MP,0,,,,,,,,,covariance,
31900892,Altered properties of brain white matter structural networks in patients with nasopharyngeal carcinoma after radiotherapy,"Chen Q, Lv X, Zhang S, Lin J, Song J, Cao B, Weng Y, Li L, Huang R.",Brain Imaging Behav. 2020 Dec;14(6):2745-2761. doi: 10.1007/s11682-019-00224-2.,Chen Q,Brain Imaging Behav,2020,2020/01/05,,,10.1007/s11682-019-00224-2,MP,1,25,22,33,,,0,,,,
33018325,Disruption of structural brain networks in Primary Open Angle Glaucoma,"Cio FD, Garaci F, Minosse S, Passamonti L, Martucci A, Lanzafame S, Giuliano FD, Picchi E, Mancino R, Guerrisi M, Nucci C, Floris R, Toschi N.",Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:1705-1708. doi: 10.1109/EMBC44109.2020.9175417.,Cio FD,Annu Int Conf IEEE Eng Med Biol Soc,2020,2020/10/06,,,10.1109/EMBC44109.2020.9175417,MP,1,23,16,,,,0,0,,,
32188423,The cerebellum is associated with 2-year prognosis in patients with high-frequency migraine,"Liu HY, Lee PL, Chou KH, Lai KL, Wang YF, Chen SP, Chen WT, Wang SJ.",J Headache Pain. 2020 Mar 18;21(1):29. doi: 10.1186/s10194-020-01096-4.,Liu HY,J Headache Pain,2020,2020/03/20,PMC7081533,,10.1186/s10194-020-01096-4,MP,0,56,37,,,,,,,no dwi,
31926904,"Frontolimbic, Frontoparietal, and Default Mode Involvement in Functional Dysconnectivity in Psychotic Bipolar Disorder","Nabulsi L, McPhilemy G, Kilmartin L, Whittaker JR, Martyn FM, Hallahan B, McDonald C, Murphy K, Cannon DM.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2020 Feb;5(2):140-151. doi: 10.1016/j.bpsc.2019.10.015. Epub 2019 Nov 11.,Nabulsi L,Biol Psychiatry Cogn Neurosci Neuroimaging,2020,2020/01/14,PMC7613114,EMS149422,10.1016/j.bpsc.2019.10.015,MP,1,41,56,,,,0,,,,
31882528,Unique white matter structural connectivity in early-stage drug-naive Parkinson disease,"Mishra VR, Sreenivasan KR, Yang Z, Zhuang X, Cordes D, Mari Z, Litvan I, Fernandez HH, Eidelberg D, Ritter A, Cummings JL, Walsh RR.",Neurology. 2020 Feb 25;94(8):e774-e784. doi: 10.1212/WNL.0000000000008867. Epub 2019 Dec 27.,Mishra VR,Neurology,2020,2019/12/29,PMC7136053,,10.1212/WNL.0000000000008867,MP,1,70,70,,,,0,,,,
32652217,Connectome spectral analysis to track EEG task dynamics on a subsecond scale,"Glomb K, Rué Queralt J, Pascucci D, Defferrard M, Tourbier S, Carboni M, Rubega M, Vulliémoz S, Plomp G, Hagmann P.",Neuroimage. 2020 Nov 1;221:117137. doi: 10.1016/j.neuroimage.2020.117137. Epub 2020 Jul 9.,Glomb K,Neuroimage,2020,2020/07/12,,,10.1016/j.neuroimage.2020.117137,MP,0,,,,,,,,,,
32403039,Aberrant structural network of comorbid attention deficit/hyperactivity disorder is associated with addiction severity in internet gaming disorder,"Kim M, Kim D, Bae S, Han DH, Jeong B.",Neuroimage Clin. 2020;27:102263. doi: 10.1016/j.nicl.2020.102263. Epub 2020 Apr 22.,Kim M,Neuroimage Clin,2020,2020/05/14,PMC7218072,,10.1016/j.nicl.2020.102263,MP,1,38,40,,,,1,0,motivation ,NBS motivation,
32056746,Thalamocortical connectivity in electroconvulsive therapy for major depressive disorder,"Wei Q, Bai T, Brown EC, Xie W, Chen Y, Ji G, Ramasubbu R, Tian Y, Wang K.",J Affect Disord. 2020 Mar 1;264:163-171. doi: 10.1016/j.jad.2019.11.120. Epub 2019 Nov 29.,Wei Q,J Affect Disord,2020,2020/02/15,,,10.1016/j.jad.2019.11.120,MP,1,28,20,,,,0,,,,
32524922,Apathy is associated with white matter network disruption and specific cognitive deficits in Parkinson's disease,"Wen MC, Thiery A, Tseng WI, Kok T, Xu Z, Chua ST, Tan LCS.",Psychol Med. 2022 Jan;52(2):264-273. doi: 10.1017/S0033291720001907. Epub 2020 Jun 11.,Wen MC,Psychol Med,2022,2020/06/12,,,10.1017/S0033291720001907,MP,1,32,31,28,,,0,,,,
33322072,Structural Connectivity-Based Parcellation of the Dopaminergic Midbrain in Healthy Subjects and Schizophrenic Patients,"Basile GA, Bramanti A, Bertino S, Cutroneo G, Bruno A, Tisano A, Paladina G, Milardi D, Anastasi G.",Medicina (Kaunas). 2020 Dec 10;56(12):686. doi: 10.3390/medicina56120686.,Basile GA,Medicina (Kaunas),2020,2020/12/16,PMC7764101,,10.3390/medicina56120686,MP,1,30,24,,,,1,0,limitation ,may inherently reduce the statistical power of the analysis,
31986443,Intrinsic hippocampal and thalamic networks in temporal lobe epilepsy with hippocampal sclerosis according to drug response,"Lee HJ, Park KM.",Seizure. 2020 Jan 21;76:32-38. doi: 10.1016/j.seizure.2020.01.010. Online ahead of print.,Lee HJ,Seizure,2020,2020/01/28,,,10.1016/j.seizure.2020.01.010,MP,0,40,80,,,,,,,covariance networks,
32572442,Post-stroke deficit prediction from lesion and indirect structural and functional disconnection,"Salvalaggio A, De Filippo De Grazia M, Zorzi M, Thiebaut de Schotten M, Corbetta M.",Brain. 2020 Jul 1;143(7):2173-2188. doi: 10.1093/brain/awaa156.,Salvalaggio A,Brain,2020,2020/06/24,PMC7363494,,10.1093/brain/awaa156,MP,0,132,,,,,,,,within group design,
32707490,Parietal lobe and disorganisation syndrome in schizophrenia and psychotic bipolar disorder: A bimodal connectivity study,"Das TK, Kumar J, Francis S, Liddle PF, Palaniyappan L.",Psychiatry Res Neuroimaging. 2020 Sep 30;303:111139. doi: 10.1016/j.pscychresns.2020.111139. Epub 2020 Jul 15.,Das TK,Psychiatry Res Neuroimaging,2020,2020/07/25,,,10.1016/j.pscychresns.2020.111139,MP,1,32,16,34,,,0,,,,
32283474,Autonomic modulation networks in schizophrenia: The relationship between heart rate variability and functional and structural connectivity in the brain,"Bengtsson J, Bodén R, Olsson EMG, Mårtensson J, Gingnell M, Persson J.",Psychiatry Res Neuroimaging. 2020 Jun 30;300:111079. doi: 10.1016/j.pscychresns.2020.111079. Epub 2020 Apr 2.,Bengtsson J,Psychiatry Res Neuroimaging,2020,2020/04/14,,,10.1016/j.pscychresns.2020.111079,MP,1,10,10,,,,0,,,,
32070948,Attention-Diffusion-Bilinear Neural Network for Brain Network Analysis,"Huang J, Zhou L, Wang L, Zhang D.",IEEE Trans Med Imaging. 2020 Jul;39(7):2541-2552. doi: 10.1109/TMI.2020.2973650. Epub 2020 Feb 13.,Huang J,IEEE Trans Med Imaging,2020,2020/02/20,,,10.1109/TMI.2020.2973650,MP,1,103,114,,,,0,,,,
31792696,Altered structural brain network topology in chronic migraine,"DeSouza DD, Woldeamanuel YW, Sanjanwala BM, Bissell DA, Bishop JH, Peretz A, Cowan RP.",Brain Struct Funct. 2020 Jan;225(1):161-172. doi: 10.1007/s00429-019-01994-7. Epub 2019 Dec 2.,DeSouza DD,Brain Struct Funct,2020,2019/12/04,,,10.1007/s00429-019-01994-7,MP,1,52,48,,,,0,,,,
32381542,Structural Connectivity and Cortical Thickness Alterations in Transient Global Amnesia,"Hodel J, Leclerc X, Zuber M, Gerber S, Besson P, Marcaud V, Roubeau V, Brasme H, Ganzoui I, Ducreux D, Pruvo JP, Bertoux M, Zins M, Lopes R.",AJNR Am J Neuroradiol. 2020 May;41(5):798-803. doi: 10.3174/ajnr.A6530. Epub 2020 May 7.,Hodel J,AJNR Am J Neuroradiol,2020,2020/05/09,PMC7228167,,10.3174/ajnr.A6530,MP,1,18,18,,,,0,,,,
32045071,The Utility of Diffusion Tensor Imaging in Neuromodulation: Moving Beyond Conventional Magnetic Resonance Imaging,"Tohyama S, Walker MR, Sammartino F, Krishna V, Hodaie M.",Neuromodulation. 2020 Jun;23(4):427-435. doi: 10.1111/ner.13107. Epub 2020 Feb 11.,Tohyama S,Neuromodulation,2020,2020/02/12,,,10.1111/ner.13107,B,0,,,,,,,,,review,
32890665,Progressive Gray Matter Atrophy and Abnormal Structural Covariance Network in Ischemic Pontine Stroke,"Wei Y, Wang C, Liu J, Miao P, Wu L, Wang Y, Wang K, Cheng J.",Neuroscience. 2020 Nov 10;448:255-265. doi: 10.1016/j.neuroscience.2020.08.033. Epub 2020 Sep 3.,Wei Y,Neuroscience,2020,2020/09/05,,,10.1016/j.neuroscience.2020.08.033,B,1,20,11,,,,0,,,seed-based,
33181912,Language lateralization differences between left and right temporal lobe epilepsy as measured by overt word reading fMRI activation and DTI structural connectivity,"Neudorf J, Kress S, Gould L, Gibb K, Mickleborough M, Borowsky R.",Epilepsy Behav. 2020 Nov;112:107467. doi: 10.1016/j.yebeh.2020.107467. Epub 2020 Sep 28.,Neudorf J,Epilepsy Behav,2020,2020/11/13,,,10.1016/j.yebeh.2020.107467,B,0,,,,,,,,,"structural is not case-control, functional is",
33045541,Network characteristics of genetic generalized epilepsy: Are the syndromes distinct?,"Lee DA, Kim BJ, Lee HJ, Kim SE, Park KM.",Seizure. 2020 Nov;82:91-98. doi: 10.1016/j.seizure.2020.09.022. Epub 2020 Oct 7.,Lee DA,Seizure,2020,2020/10/12,,,10.1016/j.seizure.2020.09.022,B,1,34,100,,,,0,,,,
31794706,Thalamocortical structural connectivity abnormalities in drug-resistant generalized epilepsy: A diffusion tensor imaging study,"Zhang Y, Jiang L, Zhang D, Wang L, Fei X, Liu X, Fu X, Niu C, Wang Y, Qian R.",Brain Res. 2020 Jan 15;1727:146558. doi: 10.1016/j.brainres.2019.146558. Epub 2019 Nov 30.,Zhang Y,Brain Res,2020,2019/12/04,,,10.1016/j.brainres.2019.146558,B,1,15,16,,,,0,,,,
32125514,Cerebello-cerebral connectivity in idiopathic generalized epilepsy,"Jiang S, Li X, Li Z, Chang X, Chen Y, Huang Y, Zhang Y, Wang H, Zuo X, Li X, Yao D, Luo C.",Eur Radiol. 2020 Jul;30(7):3924-3933. doi: 10.1007/s00330-020-06674-3. Epub 2020 Mar 3.,Jiang S,Eur Radiol,2020,2020/03/04,,,10.1007/s00330-020-06674-3,B,1,57,66,,,,0,,,"seed-based, specific to 1 tract",
31571368,Functional-structural relationship in large-scale brain networks of patients with end stage renal disease after kidney transplantation: A longitudinal study,"Chen HJ, Wang YF, Wen J, Xu Q, Lu GM, Zhang LJ.",Hum Brain Mapp. 2020 Feb 1;41(2):328-341. doi: 10.1002/hbm.24804. Epub 2019 Oct 1.,Chen HJ,Hum Brain Mapp,2020,2019/10/02,PMC7268055,,10.1002/hbm.24804,B,1,21,17,,,,0,,,,
32695059,A Comprehensive Approach to Disentangle the Effect of Cerebellar Damage on Physical Disability in Multiple Sclerosis,"Ruggieri S, Bharti K, Prosperini L, Giannì C, Petsas N, Tommasin S, Giglio L, Pozzilli C, Pantano P.",Front Neurol. 2020 Jun 30;11:529. doi: 10.3389/fneur.2020.00529. eCollection 2020.,Ruggieri S,Front Neurol,2020,2020/07/23,PMC7338682,,10.3389/fneur.2020.00529,B,1,49,32,,,,0,0,,"seed-based, ""The resultant of mean FA image was then thinned to create a mean FA skeleton, which was later thresholded at statistical power of 0.2.""",
31570286,Ultra-High-Resolution Imaging of Amygdala Subnuclei Structural Connectivity in Major Depressive Disorder,"Brown SSG, Rutland JW, Verma G, Feldman RE, Schneider M, Delman BN, Murrough JM, Balchandani P.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2020 Feb;5(2):184-193. doi: 10.1016/j.bpsc.2019.07.010. Epub 2019 Aug 13.,Brown SSG,Biol Psychiatry Cogn Neurosci Neuroimaging,2020,2019/10/02,PMC7010542,NIHMS1537409,10.1016/j.bpsc.2019.07.010,B,1,24,24,,,,0,,,seed-based,
32154629,An overview of the first 5 years of the ENIGMA obsessive-compulsive disorder working group: The power of worldwide collaboration,"van den Heuvel OA, Boedhoe PSW, Bertolin S, Bruin WB, Francks C, Ivanov I, Jahanshad N, Kong XZ, Kwon JS, O'Neill J, Paus T, Patel Y, Piras F, Schmaal L, Soriano-Mas C, Spalletta G, van Wingen GA, Yun JY, Vriend C, Simpson HB, van Rooij D, Hoexter MQ, Hoogman M, Buitelaar JK, Arnold P, Beucke JC, Benedetti F, Bollettini I, Bose A, Brennan BP, De Nadai AS, Fitzgerald K, Gruner P, Grünblatt E, Hirano Y, Huyser C, James A, Koch K, Kvale G, Lazaro L, Lochner C, Marsh R, Mataix-Cols D, Morgado P, Nakamae T, Nakao T, Narayanaswamy JC, Nurmi E, Pittenger C, Reddy YCJ, Sato JR, Soreni N, Stewart SE, Taylor SF, Tolin D, Thomopoulos SI, Veltman DJ, Venkatasubramanian G, Walitza S, Wang Z, Thompson PM, Stein DJ; ENIGMA-OCD working group.",Hum Brain Mapp. 2022 Jan;43(1):23-36. doi: 10.1002/hbm.24972. Epub 2020 Mar 10.,van den Heuvel OA,Hum Brain Mapp,2022,2020/03/11,PMC8675414,,10.1002/hbm.24972,B,0,2323,2325,,,,1,0,,review,
