PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS
33889943,Comparative connectivity correlates of dystonic and essential tremor deep brain stimulation,"Tsuboi T, Wong JK, Eisinger RS, Okromelidze L, Burns MR, Ramirez-Zamora A, Almeida L, Wagle Shukla A, Foote KD, Okun MS, Grewal SS, Middlebrooks EH.",Brain. 2021 Jul 28;144(6):1774-1786. doi: 10.1093/brain/awab074.,Tsuboi T,Brain,2021,2021/04/23,,,10.1093/brain/awab074,0,,,,,,,,,no controls
34917940,Lesion covariance networks reveal proposed origins and pathways of diffuse gliomas,"Mandal AS, Romero-Garcia R, Seidlitz J, Hart MG, Alexander-Bloch AF, Suckling J.",Brain Commun. 2021 Dec 4;3(4):fcab289. doi: 10.1093/braincomms/fcab289. eCollection 2021.,Mandal AS,Brain Commun,2021,2021/12/17,PMC8669792,,10.1093/braincomms/fcab289,0,,,,,,,,,no controls
34707489,Analysis of Correlation Between White Matter Changes and Functional Responses in Post-stroke Depression,"Zhang X, Shi Y, Fan T, Wang K, Zhan H, Wu W.",Front Aging Neurosci. 2021 Oct 11;13:728622. doi: 10.3389/fnagi.2021.728622. eCollection 2021.,Zhang X,Front Aging Neurosci,2021,2021/10/28,PMC8542668,,10.3389/fnagi.2021.728622,1,23,22,,,,0,0,,
33307988,Brain network reorganisation and spatial lesion distribution in systemic lupus erythematosus,"Valdés Hernández MDC, Smith K, Bastin ME, Nicole Amft E, Ralston SH, Wardlaw JM, Wiseman SJ.",Lupus. 2021 Feb;30(2):285-298. doi: 10.1177/0961203320979045. Epub 2020 Dec 13.,Valdés Hernández MDC,Lupus,2021,2020/12/14,PMC7854491,NIHMS1647917,10.1177/0961203320979045,1,47,47,,,,0,0,,
33386823,Lesion-based structural and functional networks in patients with step length asymmetry after stroke,"Kyeong S, Kim DH.",NeuroRehabilitation. 2021;48(1):133-138. doi: 10.3233/NRE-201555.,Kyeong S,NeuroRehabilitation,2021,2021/01/02,,,10.3233/NRE-201555,1,19,20,,,,0,0,,
33510622,An Integrative Approach to Study Structural and Functional Network Connectivity in Epilepsy Using Imaging and Signal Data,"Carr SJA, Gershon A, Shafiabadi N, Lhatoo SD, Tatsuoka C, Sahoo SS.",Front Integr Neurosci. 2021 Jan 12;14:491403. doi: 10.3389/fnint.2020.491403. eCollection 2020.,Carr SJA,Front Integr Neurosci,2021,2021/01/29,PMC7835283,,10.3389/fnint.2020.491403,0,,,,,,,,,case study
34130192,Alteration of brain structural connectivity in progression of Parkinson's disease: A connectome-wide network analysis,"Yang Y, Ye C, Sun J, Liang L, Lv H, Gao L, Fang J, Ma T, Wu T.",Neuroimage Clin. 2021;31:102715. doi: 10.1016/j.nicl.2021.102715. Epub 2021 Jun 6.,Yang Y,Neuroimage Clin,2021,2021/06/15,PMC8209844,,10.1016/j.nicl.2021.102715,1,55,61,35,,,0,0,,
33808956,Brain Metabolic Correlates of Persistent Olfactory Dysfunction after SARS-Cov2 Infection,"Donegani MI, Miceli A, Pardini M, Bauckneht M, Chiola S, Pennone M, Marini C, Massa F, Raffa S, Ferrarazzo G, Arnaldi D, Sambuceti G, Nobili F, Morbelli S.",Biomedicines. 2021 Mar 12;9(3):287. doi: 10.3390/biomedicines9030287.,Donegani MI,Biomedicines,2021,2021/04/03,PMC7998481,,10.3390/biomedicines9030287,1,14,48,,,,0,0,,
34210163,Structural Connectivity Patterns of Side Effects Induced by Subthalamic Deep Brain Stimulation for Parkinson's Disease,"Strotzer QD, Kohl Z, Anthofer JM, Faltermeier R, Schmidt NO, Torka E, Greenlee MW, Fellner C, Schlaier JR, Beer AL.",Brain Connect. 2021 Aug 23. doi: 10.1089/brain.2021.0051. Online ahead of print.,Strotzer QD,Brain Connect,2021,2021/07/02,,,10.1089/brain.2021.0051,0,,,,,,,,,within subject
33812302,Subclinical post-traumatic stress symptomology and brain structure in youth with chronic headaches,"Miller JV, Andre Q, Timmers I, Simons L, Rasic N, Lebel C, Noel M.",Neuroimage Clin. 2021;30:102627. doi: 10.1016/j.nicl.2021.102627. Epub 2021 Mar 13.,Miller JV,Neuroimage Clin,2021,2021/04/03,PMC8053811,,10.1016/j.nicl.2021.102627,1,30,30,,,,0,0,,
34079510,Multi-Modal Analysis of Resting-State fMRI Data in mTBI Patients and Association With Neuropsychological Outcomes,"Shi J, Teng J, Du X, Li N.",Front Neurol. 2021 May 17;12:639760. doi: 10.3389/fneur.2021.639760. eCollection 2021.,Shi J,Front Neurol,2021,2021/06/03,PMC8165539,,10.3389/fneur.2021.639760,0,,,,,,,,,FC
33501423,Retrospective analysis of hemispheric structural network change as a function of location and size of glioma,"D'Souza S, Hirt L, Ormond DR, Thompson JA.",Brain Commun. 2020 Dec 17;3(1):fcaa216. doi: 10.1093/braincomms/fcaa216. eCollection 2021.,D'Souza S,Brain Commun,2020,2021/01/27,PMC7811759,,10.1093/braincomms/fcaa216,0,,,,,,,,,no controls
33410467,The interplay of emotional and social conceptual processes during moral reasoning in frontotemporal dementia,"Strikwerda-Brown C, Ramanan S, Goldberg ZL, Mothakunnel A, Hodges JR, Ahmed RM, Piguet O, Irish M.",Brain. 2021 Apr 12;144(3):938-952. doi: 10.1093/brain/awaa435.,Strikwerda-Brown C,Brain,2021,2021/01/07,,,10.1093/brain/awaa435,1,26,14,22,,,1,0,motivation,
33516776,Grasping and Manipulation: Neural Bases and Anatomical Circuitry in Humans,"Errante A, Ziccarelli S, Mingolla G, Fogassi L.",Neuroscience. 2021 Mar 15;458:203-212. doi: 10.1016/j.neuroscience.2021.01.028. Epub 2021 Jan 29.,Errante A,Neuroscience,2021,2021/01/31,,,10.1016/j.neuroscience.2021.01.028,0,,,,,,,,,review
33217076,Graph theory analysis reveals premature ejaculation is a brain disorder with altered structural connectivity and depressive symptom: A DTI-based connectome study,"Chen J, Yang J, Xiang Z, Huang X, Lu C, Liu S, Chen Y, Hu J.",Eur J Neurosci. 2021 Mar;53(6):1905-1921. doi: 10.1111/ejn.15048. Epub 2020 Dec 20.,Chen J,Eur J Neurosci,2021,2020/11/20,,,10.1111/ejn.15048,1,16,32,16,,,0,0,,
34648960,Clinical applications of magnetic resonance imaging based functional and structural connectivity,"Wu C, Ferreira F, Fox M, Harel N, Hattangadi-Gluth J, Horn A, Jbabdi S, Kahan J, Oswal A, Sheth SA, Tie Y, Vakharia V, Zrinzo L, Akram H.",Neuroimage. 2021 Dec 1;244:118649. doi: 10.1016/j.neuroimage.2021.118649. Epub 2021 Oct 11.,Wu C,Neuroimage,2021,2021/10/14,,,10.1016/j.neuroimage.2021.118649,0,,,,,,,,,review
33889666,Cranioplastic Surgery and Acclimation Training for Awake Mouse fMRI,"Tsurugizawa T, Tamada K, Debacker C, Zalesky A, Takumi T.",Bio Protoc. 2021 Apr 5;11(7):e3972. doi: 10.21769/BioProtoc.3972. eCollection 2021 Apr 5.,Tsurugizawa T,Bio Protoc,2021,2021/04/23,PMC8054203,,10.21769/BioProtoc.3972,0,,,,,,,,,mice
33773164,Increased structural connectivity of thalamic stimulation sites to motor cortex relates to tremor suppression,"Riskin-Jones HH, Kashanian A, Sparks H, Tsolaki E, Pouratian N.",Neuroimage Clin. 2021;30:102628. doi: 10.1016/j.nicl.2021.102628. Epub 2021 Mar 13.,Riskin-Jones HH,Neuroimage Clin,2021,2021/03/27,PMC8024765,,10.1016/j.nicl.2021.102628,0,,,,,,,,,no controls
33402259,Gray matter reorganization underpinnings of antidepressant treatment of persistent depressive disorder,"Yang J, Hellerstein DJ, Chen Y, McGrath PJ, Stewart JW, Liu Z, Peterson BS, Wang Z.",Eur Neuropsychopharmacol. 2021 Feb;43:129-138. doi: 10.1016/j.euroneuro.2020.12.009. Epub 2021 Jan 3.,Yang J,Eur Neuropsychopharmacol,2021,2021/01/06,,,10.1016/j.euroneuro.2020.12.009,0,,,,,,,,,no DWI
34595609,The Cerebellum in Drug-naive Children with Tourette Syndrome and Obsessive-Compulsive Disorder,"Tikoo S, Suppa A, Tommasin S, Giannì C, Conte G, Mirabella G, Cardona F, Pantano P.",Cerebellum. 2021 Sep 30. doi: 10.1007/s12311-021-01327-7. Online ahead of print.,Tikoo S,Cerebellum,2021,2021/10/01,,,10.1007/s12311-021-01327-7,1,16,14,11,12,,0,0,,
32975745,Selective Aberrant Functional-Structural Coupling of Multiscale Brain Networks in Subcortical Vascular Mild Cognitive Impairment,"Ma J, Liu F, Yang B, Xue K, Wang P, Zhou J, Wang Y, Niu Y, Zhang J.",Neurosci Bull. 2021 Mar;37(3):287-297. doi: 10.1007/s12264-020-00580-w. Epub 2020 Sep 25.,Ma J,Neurosci Bull,2021,2020/09/25,PMC7955012,,10.1007/s12264-020-00580-w,1,30,30,,,,1,0,interpretation,
34500427,Validating atlas-based lesion disconnectomics in multiple sclerosis: A retrospective multi-centric study,"Ravano V, Andelova M, Fartaria MJ, Mahdi MFA, Maréchal B, Meuli R, Uher T, Krasensky J, Vaneckova M, Horakova D, Kober T, Richiardi J.",Neuroimage Clin. 2021;32:102817. doi: 10.1016/j.nicl.2021.102817. Epub 2021 Sep 2.,Ravano V,Neuroimage Clin,2021,2021/09/09,PMC8429972,,10.1016/j.nicl.2021.102817,0,,,,,,,,,method paper
33980821,Dynamic functional connectivity and its anatomical substrate reveal treatment outcome in first-episode drug-naïve schizophrenia,"Zhang Z, Zhuo K, Xiang Q, Sun Y, Suckling J, Wang J, Liu D, Sun Y.",Transl Psychiatry. 2021 May 12;11(1):282. doi: 10.1038/s41398-021-01398-4.,Zhang Z,Transl Psychiatry,2021,2021/05/13,PMC8115129,,10.1038/s41398-021-01398-4,1,34,28,,,,0,0,,
33947835,The role of the orbitofrontal cortex and the nucleus accumbens for craving in alcohol use disorder,"Bracht T, Soravia L, Moggi F, Stein M, Grieder M, Federspiel A, Tschümperlin R, Batschelet HM, Wiest R, Denier N.",Transl Psychiatry. 2021 May 4;11(1):267. doi: 10.1038/s41398-021-01384-w.,Bracht T,Transl Psychiatry,2021,2021/05/05,PMC8097061,,10.1038/s41398-021-01384-w,1,39,18,,,,1,1,post-hoc power analysis,"A posthoc analysis to calculate the power achieved, given alpha = 0.05, 
sample size = 57, number of groups = 2, number of dependent variables = 
4, and number of covariates = 3, yielded a power (1-beta) of 0.93 using 
the program G*Power64."
34269618,Ensemble Learning for Multiple Sclerosis Disability Estimation Using Brain Structural Connectivity,"Barile B, Marzullo A, Stamile C, Durand-Dubief F, Sappey-Marinier D.",Brain Connect. 2021 Oct 6. doi: 10.1089/brain.2020.1003. Online ahead of print.,Barile B,Brain Connect,2021,2021/07/16,,,10.1089/brain.2020.1003,0,,,,,,,,,method paper
34177491,Disrupted Structural Brain Connectome Is Related to Cognitive Impairment in Patients With Ischemic Leukoaraiosis,"Lu T, Wang Z, Cui Y, Zhou J, Wang Y, Ju S.",Front Hum Neurosci. 2021 Jun 10;15:654750. doi: 10.3389/fnhum.2021.654750. eCollection 2021.,Lu T,Front Hum Neurosci,2021,2021/06/28,PMC8223255,,10.3389/fnhum.2021.654750,1,89,90,,,,0,0,,
33057670,Symptom Remission and Brain Cortical Networks at First Clinical Presentation of Psychosis: The OPTiMiSE Study,"Dazzan P, Lawrence AJ, Reinders AATS, Egerton A, van Haren NEM, Merritt K, Barker GJ, Perez-Iglesias R, Sendt KV, Demjaha A, Nam KW, Sommer IE, Pantelis C, Wolfgang Fleischhacker W, van Rossum IW, Galderisi S, Mucci A, Drake R, Lewis S, Weiser M, Martinez Diaz-Caneja CM, Janssen J, Diaz-Marsa M, Rodríguez-Jimenez R, Arango C, Baandrup L, Broberg B, Rostrup E, Ebdrup BH, Glenthøj B, Kahn RS, McGuire P; OPTiMiSE study group.",Schizophr Bull. 2021 Mar 16;47(2):444-455. doi: 10.1093/schbul/sbaa115.,Dazzan P,Schizophr Bull,2021,2020/10/15,PMC7965060,,10.1093/schbul/sbaa115,1,167,113,,,,1,0,interpretation,
34296501,Exploring brain connectivity changes in major depressive disorder using functional-structural data fusion: A CAN-BIND-1 study,"Ayyash S, Davis AD, Alders GL, MacQueen G, Strother SC, Hassel S, Zamyadi M, Arnott SR, Harris JK, Lam RW, Milev R, Müller DJ, Kennedy SH, Rotzinger S, Frey BN, Minuzzi L, Hall GB; CAN-BIND Investigator Team.",Hum Brain Mapp. 2021 Oct 15;42(15):4940-4957. doi: 10.1002/hbm.25590. Epub 2021 Jul 23.,Ayyash S,Hum Brain Mapp,2021,2021/07/23,PMC8449113,,10.1002/hbm.25590,1,143,96,,,,1,0,motivation,
33556689,White matter microstructure and structural networks in treatment-resistant schizophrenia patients after commencing clozapine treatment: A longitudinal diffusion imaging study,"Tronchin G, McPhilemy G, Ahmed M, Kilmartin L, Costello L, Forde NJ, Nabulsi L, Akudjedu TN, Holleran L, Hallahan B, Cannon DM, McDonald C.",Psychiatry Res. 2021 Apr;298:113772. doi: 10.1016/j.psychres.2021.113772. Epub 2021 Jan 28.,Tronchin G,Psychiatry Res,2021,2021/02/08,,,10.1016/j.psychres.2021.113772,1,22,23,,,,1,0,interpretation,
34142212,"Structural connectivity changes in the cerebral pain matrix in burning mouth syndrome: a multi-shell, multi-tissue-constrained spherical deconvolution model analysis","Kurokawa R, Kamiya K, Inui S, Kato S, Suzuki F, Amemiya S, Shinozaki T, Takanezawa D, Kohashi R, Abe O.",Neuroradiology. 2021 Dec;63(12):2005-2012. doi: 10.1007/s00234-021-02732-9. Epub 2021 Jun 18.,Kurokawa R,Neuroradiology,2021,2021/06/18,,,10.1007/s00234-021-02732-9,1,14,11,,,,0,0,,
34007964,Splenial white matter integrity is associated with memory impairments in posterior cortical atrophy,"Overman MJ, Zamboni G, Butler C, Ahmed S.",Brain Commun. 2021 Apr 28;3(2):fcab060. doi: 10.1093/braincomms/fcab060. eCollection 2021.,Overman MJ,Brain Commun,2021,2021/05/19,PMC8112963,,10.1093/braincomms/fcab060,1,13,18,,,,1,0,limitations,
34964520,Disruption of Brainstem Structural Connectivity in REM Sleep Behavior Disorder Using 7 Tesla Magnetic Resonance Imaging,"García-Gomar MG, Videnovic A, Singh K, Stauder M, Lewis LD, Wald LL, Rosen BR, Bianciardi M.",Mov Disord. 2021 Dec 29. doi: 10.1002/mds.28895. Online ahead of print.,García-Gomar MG,Mov Disord,2021,2021/12/29,,,10.1002/mds.28895,1,12,12,,,,0,0,,
34853179,Amyotrophic Lateral Sclerosis-Frontotemporal Dementia: Shared and Divergent Neural Correlates Across the Clinical Spectrum,"Cividini C, Basaia S, Spinelli EG, Canu E, Castelnovo V, Riva N, Cecchetti G, Caso F, Magnani G, Falini A, Filippi M, Agosta F.",Neurology. 2021 Dec 1;98(4):e402-15. doi: 10.1212/WNL.0000000000013123. Online ahead of print.,Cividini C,Neurology,2021,2021/12/02,PMC8793105,,10.1212/WNL.0000000000013123,1,83,61,35,,,1,0,motivation,
34624639,Connectivity correlates to predict essential tremor deep brain stimulation outcome: Evidence for a common treatment pathway,"Middlebrooks EH, Okromelidze L, Wong JK, Eisinger RS, Burns MR, Jain A, Lin HP, Yu J, Opri E, Horn A, Goede LL, Foote KD, Okun MS, Quiñones-Hinojosa A, Uitti RJ, Grewal SS, Tsuboi T.",Neuroimage Clin. 2021;32:102846. doi: 10.1016/j.nicl.2021.102846. Epub 2021 Oct 4.,Middlebrooks EH,Neuroimage Clin,2021,2021/10/08,PMC8503569,,10.1016/j.nicl.2021.102846,0,,,,,,,,,no controls
32573906,Deep Brain Stimulation of the Internal Pallidum in Lesch-Nyhan Syndrome: Clinical Outcomes and Connectivity Analysis,"Tambirajoo K, Furlanetti L, Hasegawa H, Raslan A, Gimeno H, Lin JP, Selway R, Ashkan K.",Neuromodulation. 2021 Feb;24(2):380-391. doi: 10.1111/ner.13217. Epub 2020 Jun 23.,Tambirajoo K,Neuromodulation,2021,2020/06/24,,,10.1111/ner.13217,0,,,,,,,,,case report
34623420,Stimulation of frontal pathways disrupts hand muscle control during object manipulation,"Viganò L, Howells H, Rossi M, Rabuffetti M, Puglisi G, Leonetti A, Bellacicca A, Conti Nibali M, Gay L, Sciortino T, Cerri G, Bello L, Fornia L.",Brain. 2021 Oct 8:awab379. doi: 10.1093/brain/awab379. Online ahead of print.,Viganò L,Brain,2021,2021/10/08,,,10.1093/brain/awab379,0,,,,,,,,,no controls
33940142,Local and distant responses to single pulse electrical stimulation reflect different forms of connectivity,"Crocker B, Ostrowski L, Williams ZM, Dougherty DD, Eskandar EN, Widge AS, Chu CJ, Cash SS, Paulk AC.",Neuroimage. 2021 Aug 15;237:118094. doi: 10.1016/j.neuroimage.2021.118094. Epub 2021 Apr 30.,Crocker B,Neuroimage,2021,2021/05/03,,,10.1016/j.neuroimage.2021.118094,0,,,,,,,,,within patient design
34189372,MRI network progression in mesial temporal lobe epilepsy related to healthy brain architecture,"Morgan VL, Johnson GW, Cai LY, Landman BA, Schilling KG, Englot DJ, Rogers BP, Chang C.",Netw Neurosci. 2021 Apr 27;5(2):434-450. doi: 10.1162/netn_a_00184. eCollection 2021.,Morgan VL,Netw Neurosci,2021,2021/06/30,PMC8233120,,10.1162/netn_a_00184,1,40,70,,,,0,0,,
33348120,Impairments of white matter tracts and connectivity alterations in five cognitive networks of patients with multiple sclerosis,"Lashkari A, Davoodi-Bojd E, Fahmy L, Li L, Nejad-Davarani SP, Chopp M, Jiang Q, Cerghet M.",Clin Neurol Neurosurg. 2021 Feb;201:106424. doi: 10.1016/j.clineuro.2020.106424. Epub 2020 Dec 8.,Lashkari A,Clin Neurol Neurosurg,2021,2020/12/21,,,10.1016/j.clineuro.2020.106424,0,22,22,,,,,,,
33229501,Disruption of Conscious Access in Psychosis Is Associated with Altered Structural Brain Connectivity,"Berkovitch L, Charles L, Del Cul A, Hamdani N, Delavest M, Sarrazin S, Mangin JF, Guevara P, Ji E, d'Albis MA, Gaillard R, Bellivier F, Poupon C, Leboyer M, Tamouza R, Dehaene S, Houenou J.",J Neurosci. 2021 Jan 20;41(3):513-523. doi: 10.1523/JNEUROSCI.0945-20.2020. Epub 2020 Nov 23.,Berkovitch L,J Neurosci,2021,2020/11/24,PMC7821858,,10.1523/JNEUROSCI.0945-20.2020,1,25,46,17,9,,1,0,limitations,
34274953,Graph theoretical structural connectome analysis of the brain in patients with chronic spinal cord injury: preliminary investigation,"Alizadeh M, Manmatharayan AR, Johnston T, Thalheimer S, Finley M, Detloff M, Sharan A, Harrop J, Newburg A, Krisa L, Mohamed FB.",Spinal Cord Ser Cases. 2021 Jul 17;7(1):60. doi: 10.1038/s41394-021-00424-3.,Alizadeh M,Spinal Cord Ser Cases,2021,2021/07/18,PMC8286254,,10.1038/s41394-021-00424-3,1,4,6,,,,1,0,limitations,
33325395,Subthalamic Stimulation for Camptocormia in Parkinson's Disease: Association of Volume of Tissue Activated and Structural Connectivity with Clinical Effectiveness,"Lai Y, Song Y, Huang P, Wang T, Wang L, Pan Y, Sun Q, Sun B, Zhang C, Li D.",J Parkinsons Dis. 2021;11(1):199-210. doi: 10.3233/JPD-202259.,Lai Y,J Parkinsons Dis,2021,2020/12/16,PMC7990421,,10.3233/JPD-202259,0,,,,,,,,,within patients design
34478599,Neural correlates of self-awareness of cognitive deficits in non-demented patients with Parkinson's disease,"Yoo HS, Kwon H, Chung SJ, Sohn YH, Lee JM, Lee PH.",Eur J Neurol. 2021 Dec;28(12):4022-4030. doi: 10.1111/ene.15095. Epub 2021 Sep 17.,Yoo HS,Eur J Neurol,2021,2021/09/03,,,10.1111/ene.15095,1,33,82,38,,,0,0,,
33594239,Pairwise maximum entropy model explains the role of white matter structure in shaping emergent co-activation states,"Ashourvan A, Shah P, Pines A, Gu S, Lynn CW, Bassett DS, Davis KA, Litt B.",Commun Biol. 2021 Feb 16;4(1):210. doi: 10.1038/s42003-021-01700-6.,Ashourvan A,Commun Biol,2021,2021/02/17,PMC7887247,,10.1038/s42003-021-01700-6,0,,,,,,,,,iEEG
32322087,Clinical predictivity of thalamic sub-regional connectivity in clinically isolated syndrome: a 7-year study,"Hidalgo de la Cruz M, Valsasina P, Mesaros S, Meani A, Ivanovic J, Martinovic V, Drulovic J, Filippi M, Rocca MA.",Mol Psychiatry. 2021 Jun;26(6):2163-2174. doi: 10.1038/s41380-020-0726-4. Epub 2020 Apr 22.,Hidalgo de la Cruz M,Mol Psychiatry,2021,2020/04/24,,,10.1038/s41380-020-0726-4,1,59,13,,,,0,0,,fMRI
33819611,Functional parcellation of human and macaque striatum reveals human-specific connectivity in the dorsal caudate,"Liu X, Eickhoff SB, Caspers S, Wu J, Genon S, Hoffstaedter F, Mars RB, Sommer IE, Eickhoff CR, Chen J, Jardri R, Reetz K, Dogan I, Aleman A, Kogler L, Gruber O, Caspers J, Mathys C, Patil KR.",Neuroimage. 2021 Jul 15;235:118006. doi: 10.1016/j.neuroimage.2021.118006. Epub 2021 Apr 2.,Liu X,Neuroimage,2021,2021/04/05,PMC8214073,,10.1016/j.neuroimage.2021.118006,0,,,,,,,,,interspecies
33821882,Disrupted Topological Organization of the Brain Structural Network in Patients With Thyroid-Associated Ophthalmopathy,"Wu Q, Hu H, Chen W, Chen HH, Chen L, Zhou J, Liu H, Wu FY, Xu XQ.",Invest Ophthalmol Vis Sci. 2021 Apr 1;62(4):5. doi: 10.1167/iovs.62.4.5.,Wu Q,Invest Ophthalmol Vis Sci,2021,2021/04/06,PMC8039468,,10.1167/iovs.62.4.5,1,27,27,,,,0,0,,
34212221,Altered brain structural topological properties and its correlations with clinical characteristics in episodic migraine without aura,"Dai L, Zheng Q, Chen X, Wang J, Peng Y, Hu C, Zeng C, Li Y.",Neuroradiology. 2021 Dec;63(12):2099-2109. doi: 10.1007/s00234-021-02716-9. Epub 2021 Jul 2.,Dai L,Neuroradiology,2021,2021/07/02,,,10.1007/s00234-021-02716-9,1,45,35,,,,0,0,,
34891630,Schizophrenia Classification Using Resting State EEG Functional Connectivity: Source Level Outperforms Sensor Level,"Azizi S, Hier DB, Wunsch DC.",Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:1770-1773. doi: 10.1109/EMBC46164.2021.9630713.,Azizi S,Annu Int Conf IEEE Eng Med Biol Soc,2021,2021/12/11,,,10.1109/EMBC46164.2021.9630713,0,,,,,,,,,EEG
34045210,Virtual Connectomic Datasets in Alzheimer's Disease and Aging Using Whole-Brain Network Dynamics Modelling,"Arbabyazd L, Shen K, Wang Z, Hofmann-Apitius M, Ritter P, McIntosh AR, Battaglia D, Jirsa V.",eNeuro. 2021 Jul 6;8(4):ENEURO.0475-20.2021. doi: 10.1523/ENEURO.0475-20.2021. Print 2021 Jul-Aug.,Arbabyazd L,eNeuro,2021,2021/05/28,PMC8260273,,10.1523/ENEURO.0475-20.2021,0,,,,,,,,,simulations
34093415,Insights on the Relationship Between Hippocampal Connectivity and Memory Performances at the Early Stage of Multiple Sclerosis,"Boscheron J, Ruet A, Deloire M, Charré-Morin J, Saubusse A, Brochet B, Tourdias T, Koubiyr I.",Front Neurol. 2021 May 19;12:667531. doi: 10.3389/fneur.2021.667531. eCollection 2021.,Boscheron J,Front Neurol,2021,2021/06/07,PMC8170471,,10.3389/fneur.2021.667531,1,32,10,,,,1,0,limitations,
33775321,Detection of cerebral reorganization associated with degenerative cervical myelopathy using diffusion spectral imaging (DSI),"Wang C, Holly LT, Oughourlian T, Yao J, Raymond C, Salamon N, Ellingson BM.",J Clin Neurosci. 2021 Apr;86:164-173. doi: 10.1016/j.jocn.2021.01.011. Epub 2021 Feb 5.,Wang C,J Clin Neurosci,2021,2021/03/29,PMC8007933,NIHMS1664350,10.1016/j.jocn.2021.01.011,1,47,28,,,,0,0,,DSI
34184359,Disturbed Interhemispheric Functional and Structural Connectivity in Type 2 Diabetes,"Cui Y, Tang TY, Lu CQ, Lu T, Wang YC, Teng GJ, Ju S.",J Magn Reson Imaging. 2022 Feb;55(2):424-434. doi: 10.1002/jmri.27813. Epub 2021 Jun 28.,Cui Y,J Magn Reson Imaging,2022,2021/06/29,,,10.1002/jmri.27813,1,38,42,,,,0,0,,
34149391,Disrupted Network Topology Contributed to Spatial Navigation Impairment in Patients With Mild Cognitive Impairment,"Li W, Zhao H, Qing Z, Nedelska Z, Wu S, Lu J, Wu W, Yin Z, Hort J, Xu Y, Zhang B.",Front Aging Neurosci. 2021 Jun 3;13:630677. doi: 10.3389/fnagi.2021.630677. eCollection 2021.,Li W,Front Aging Neurosci,2021,2021/06/21,PMC8210585,,10.3389/fnagi.2021.630677,1,32,28,,,,0,0,,
33445437,Brain Resources: How Semantic Cueing Works in Mild Cognitive Impairment due to Alzheimer's Disease (MCI-AD),"Brugnolo A, Girtler N, Doglione E, Orso B, Massa F, Donegani MI, Bauckneht M, Morbelli S, Arnaldi D, Nobili F, Pardini M.",Diagnostics (Basel). 2021 Jan 12;11(1):108. doi: 10.3390/diagnostics11010108.,Brugnolo A,Diagnostics (Basel),2021,2021/01/15,PMC7826532,,10.3390/diagnostics11010108,0,,,,,,,,,PET
33566395,Structural control energy of resting-state functional brain states reveals less cost-effective brain dynamics in psychosis vulnerability,"Zöller D, Sandini C, Schaer M, Eliez S, Bassett DS, Van De Ville D.",Hum Brain Mapp. 2021 May;42(7):2181-2200. doi: 10.1002/hbm.25358. Epub 2021 Feb 10.,Zöller D,Hum Brain Mapp,2021,2021/02/10,PMC8046160,,10.1002/hbm.25358,1,78,85,,,,0,0,,
34671240,Bridging the Gap Between Morphometric Similarity Mapping and Gene Transcription in Alzheimer's Disease,"Zhang Y, Ma M, Xie Z, Wu H, Zhang N, Shen J.",Front Neurosci. 2021 Sep 29;15:731292. doi: 10.3389/fnins.2021.731292. eCollection 2021.,Zhang Y,Front Neurosci,2021,2021/10/21,PMC8522649,,10.3389/fnins.2021.731292,1,106,106,,,,0,0,,
34539558,Exploring Signatures of Neurodegeneration in Early-Onset Older-Age Bipolar Disorder and Behavioral Variant Frontotemporal Dementia,"Cruz-Sanabria F, Reyes PA, Triviño-Martínez C, García-García M, Carmassi C, Pardo R, Matallana DL.",Front Neurol. 2021 Sep 3;12:713388. doi: 10.3389/fneur.2021.713388. eCollection 2021.,Cruz-Sanabria F,Front Neurol,2021,2021/09/20,PMC8446277,,10.3389/fneur.2021.713388,1,25,28,17,,,0,0,,
33521808,Cortical connectivity of the nucleus basalis of Meynert in Parkinson's disease and Lewy body dementias,"Oswal A, Gratwicke J, Akram H, Jahanshahi M, Zaborszky L, Brown P, Hariz M, Zrinzo L, Foltynie T, Litvak V.",Brain. 2021 Apr 12;144(3):781-788. doi: 10.1093/brain/awaa411.,Oswal A,Brain,2021,2021/02/01,PMC8041337,EMS115722,10.1093/brain/awaa411,0,,,,,,,,,magnetoencephalography
34601310,Estimated connectivity networks outperform observed connectivity networks when classifying people with multiple sclerosis into disability groups,"Tozlu C, Jamison K, Gu Z, Gauthier SA, Kuceyeski A.",Neuroimage Clin. 2021;32:102827. doi: 10.1016/j.nicl.2021.102827. Epub 2021 Sep 25.,Tozlu C,Neuroimage Clin,2021,2021/10/03,PMC8488753,,10.1016/j.nicl.2021.102827,0,,,,,,,,,no controls
33815737,Segmental involvement of the corpus callosum in C9orf72-associated ALS: a tract of interest-based DTI study,"Müller HP, Lulé D, Roselli F, Behler A, Ludolph AC, Kassubek J.",Ther Adv Chronic Dis. 2021 Mar 21;12:20406223211002969. doi: 10.1177/20406223211002969. eCollection 2021.,Müller HP,Ther Adv Chronic Dis,2021,2021/04/05,PMC7989124,,10.1177/20406223211002969,1,25,25,25,,,0,0,,
