PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,
33790747,Changes in Resting-State Functional Connectivity of Cerebellum in Amnestic Mild Cognitive Impairment and Alzheimer's Disease: A Case-Control Study,"Zhou Z, Zhu R, Shao W, Zhang SJ, Wang L, Ding XJ, Peng DT.",Front Syst Neurosci. 2021 Mar 10;15:596221. doi: 10.3389/fnsys.2021.596221. eCollection 2021.,Zhou Z,Front Syst Neurosci,2021,2021/04/01,PMC8006280,,10.3389/fnsys.2021.596221,1,46,42,32,,,0,0,,,
34921750,Altered Resting-State Intranetwork and Internetwork Functional Connectivity in Patients With Chronic Unilateral Vestibulopathy,"Si L, Cui B, Li Z, Li X, Li K, Ling X, Shen B, Yang X.",J Magn Reson Imaging. 2021 Dec 18. doi: 10.1002/jmri.28031. Online ahead of print.,Si L,J Magn Reson Imaging,2021,2021/12/18,,,10.1002/jmri.28031,1,18,18,,,,0,0,,,
33836433,Reduced resting state functional connectivity in the hippocampus-midbrain-striatum network of schizophrenia patients,"Gangadin SS, Cahn W, Scheewe TW, Hulshoff Pol HE, Bossong MG.",J Psychiatr Res. 2021 Jun;138:83-88. doi: 10.1016/j.jpsychires.2021.03.041. Epub 2021 Mar 26.,Gangadin SS,J Psychiatr Res,2021,2021/04/09,,,10.1016/j.jpsychires.2021.03.041,1,51,47,,,,0,0,,,
33441453,Role of the Nucleus Basalis as a Key Network Node in Temporal Lobe Epilepsy,"González HFJ, Narasimhan S, Johnson GW, Wills KE, Haas KF, Konrad PE, Chang C, Morgan VL, Rubinov M, Englot DJ.",Neurology. 2021 Mar 2;96(9):e1334-e1346. doi: 10.1212/WNL.0000000000011523. Epub 2021 Jan 13.,González HFJ,Neurology,2021,2021/01/14,PMC8055321,,10.1212/WNL.0000000000011523,1,40,40,,,,0,0,,,
34760297,Altered cerebellum functional network on newly diagnosed drug-naïve Parkinson's disease patients with anxiety,"Wang Y, Zhang S, Yang H, Zhang X, He S, Wang J, Li J.",Transl Neurosci. 2021 Oct 29;12(1):415-424. doi: 10.1515/tnsci-2020-0192. eCollection 2021 Jan 1.,Wang Y,Transl Neurosci,2021,2021/11/11,PMC8556613,,10.1515/tnsci-2020-0192,1,30,26,24,,,0,0,,,
34700244,Diagnosis of obsessive-compulsive disorder via spatial similarity-aware learning and fused deep polynomial network,"Yang P, Zhao C, Yang Q, Wei Z, Xiao X, Shen L, Wang T, Lei B, Peng Z.",Med Image Anal. 2022 Jan;75:102244. doi: 10.1016/j.media.2021.102244. Epub 2021 Sep 29.,Yang P,Med Image Anal,2022,2021/10/26,,,10.1016/j.media.2021.102244,0,,,,,,,,,method dev,
34421524,Abnormal Functional Connectivity Between the Left Medial Superior Frontal Gyrus and Amygdala Underlying Abnormal Emotion and Premature Ejaculation: A Resting State fMRI Study,"Xu Y, Zhang X, Xiang Z, Wang Q, Huang X, Liu T, Yang Z, Chen Y, Xue J, Chen J, Yang J.",Front Neurosci. 2021 Jul 29;15:704920. doi: 10.3389/fnins.2021.704920. eCollection 2021.,Xu Y,Front Neurosci,2021,2021/08/23,PMC8375680,,10.3389/fnins.2021.704920,1,30,27,27,,,0,0,,,
34566625,Altered Cortical Cholinergic Network in Parkinson's Disease at Different Stage: A Resting-State fMRI Study,"Sheng W, Guo T, Zhou C, Wu J, Gao T, Pu J, Zhang B, Zhang M, Yang Y, Guan X, Xu X.",Front Aging Neurosci. 2021 Sep 10;13:723948. doi: 10.3389/fnagi.2021.723948. eCollection 2021.,Sheng W,Front Aging Neurosci,2021,2021/09/27,PMC8461333,,10.3389/fnagi.2021.723948,1,64,35,44,,,0,0,,,
34449035,Conflict adaptation and related neuronal processing in Parkinson's disease,"Rodriguez-Raecke R, Schrader C, Tacik P, Dressler D, Lanfermann H, Wittfoth M.",Brain Imaging Behav. 2022 Feb;16(1):455-463. doi: 10.1007/s11682-021-00520-w. Epub 2021 Aug 27.,Rodriguez-Raecke R,Brain Imaging Behav,2022,2021/08/27,PMC8825575,,10.1007/s11682-021-00520-w,1,18,17,,,,0,0,,,
34421674,Altered Spatial Organization of Dynamic Functional Network Associates With Deficient Sensory and Perceptual Network in Schizophrenia,"He H, Luo C, He C, He M, Du J, Biswal BB, Yao D, Yao G, Duan M.",Front Psychiatry. 2021 Aug 5;12:687580. doi: 10.3389/fpsyt.2021.687580. eCollection 2021.,He H,Front Psychiatry,2021,2021/08/23,PMC8374440,,10.3389/fpsyt.2021.687580,1,128,102,,,,0,0,,,
34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach,"Kim M, Seo J.",J Psychiatr Res. 2021 Nov;143:84-90. doi: 10.1016/j.jpsychires.2021.07.044. Epub 2021 Aug 2.,Kim M,J Psychiatr Res,2021,2021/08/30,,,10.1016/j.jpsychires.2021.07.044,0,,,,,,,,,computational modelling,
33613213,Functional Disconnection of the Angular Gyrus Related to Cognitive Impairment in Patients With Type 2 Diabetes Mellitus,"Qi F, Zhang D, Gao J, Tang M, Wang M, Su Y, Lei Y, Shao Z, Zhang X.",Front Hum Neurosci. 2021 Feb 3;15:621080. doi: 10.3389/fnhum.2021.621080. eCollection 2021.,Qi F,Front Hum Neurosci,2021,2021/02/22,PMC7886792,,10.3389/fnhum.2021.621080,1,44,43,,,,0,0,,,
33995150,Abnormality of Resting-State Functional Connectivity in Major Depressive Disorder: A Study With Whole-Head Near-Infrared Spectroscopy,"Sakakibara E, Satomura Y, Matsuoka J, Koike S, Okada N, Sakurada H, Yamagishi M, Kawakami N, Kasai K.",Front Psychiatry. 2021 Apr 29;12:664859. doi: 10.3389/fpsyt.2021.664859. eCollection 2021.,Sakakibara E,Front Psychiatry,2021,2021/05/17,PMC8116563,,10.3389/fpsyt.2021.664859,1,78,34,,,,1,1,limitations,Spectography,
34782701,Rostral anterior cingulate network effective connectivity in depressed adolescents and associations with treatment response in a randomized controlled trial,"Jamieson AJ, Harrison BJ, Razi A, Davey CG.",Neuropsychopharmacology. 2021 Nov 15. doi: 10.1038/s41386-021-01214-z. Online ahead of print.,Jamieson AJ,Neuropsychopharmacology,2021,2021/11/16,,,10.1038/s41386-021-01214-z,0,,,,,,,,,Seed-based,
33046343,A multivariate analysis of the association between corticostriatal functional connectivity and psychosis-like experiences in the general community,"Pani SM, Sabaroedin K, Tiego J, Bellgrove MA, Fornito A.",Psychiatry Res Neuroimaging. 2021 Jan 30;307:111202. doi: 10.1016/j.pscychresns.2020.111202. Epub 2020 Oct 5.,Pani SM,Psychiatry Res Neuroimaging,2021,2020/10/13,,,10.1016/j.pscychresns.2020.111202,0,,,,,,,,,Seed-based,
33496825,Effect of corpus callosum agenesis on the language network in children and adolescents,"Bartha-Doering L, Schwartz E, Kollndorfer K, Fischmeister FPS, Novak A, Langs G, Werneck H, Prayer D, Seidl R, Kasprian G.",Brain Struct Funct. 2021 Apr;226(3):701-713. doi: 10.1007/s00429-020-02203-6. Epub 2021 Jan 26.,Bartha-Doering L,Brain Struct Funct,2021,2021/01/26,PMC7981296,EMS118965,10.1007/s00429-020-02203-6,0,,,,,,,,,Seed-based,
33841204,Abnormal Large-Scale Network Activation Present in Bipolar Mania and Bipolar Depression Under Resting State,"Zeng C, Ross B, Xue Z, Huang X, Wu G, Liu Z, Tao H, Pu W.",Front Psychiatry. 2021 Mar 26;12:634299. doi: 10.3389/fpsyt.2021.634299. eCollection 2021.,Zeng C,Front Psychiatry,2021,2021/04/12,PMC8032940,,10.3389/fpsyt.2021.634299,1,41,40,20,,,0,0,,,
33588002,Divergent Alterations of Structural-Functional Connectivity Couplings in First-episode and Chronic Schizophrenia Patients,"Kong LY, Huang YY, Lei BY, Ke PF, Li HH, Zhou J, Xiong DS, Li GX, Chen J, Li XB, Xiang ZM, Ning YP, Wu FC, Wu K.",Neuroscience. 2021 Apr 15;460:1-12. doi: 10.1016/j.neuroscience.2021.02.008. Epub 2021 Feb 13.,Kong LY,Neuroscience,2021,2021/02/15,,,10.1016/j.neuroscience.2021.02.008,1,78,73,61,,,0,0,,,
35185517,Altered Interplay Among Large-Scale Brain Functional Networks Modulates Multi-Domain Anosognosia in Early Alzheimer's Disease,"Valera-Bermejo JM, De Marco M, Venneri A.",Front Aging Neurosci. 2022 Feb 3;13:781465. doi: 10.3389/fnagi.2021.781465. eCollection 2021.,Valera-Bermejo JM,Front Aging Neurosci,2022,2022/02/21,PMC8851037,,10.3389/fnagi.2021.781465,0,,,,,,,,,within-patient,
34137101,Characteristics of Intrinsic Brain Functional Connectivity Alterations in Major Depressive Disorder Patients With Suicide Behavior,"Chen Z, Xia M, Zhao Y, Kuang W, Jia Z, Gong Q.",J Magn Reson Imaging. 2021 Dec;54(6):1867-1875. doi: 10.1002/jmri.27784. Epub 2021 Jun 16.,Chen Z,J Magn Reson Imaging,2021,2021/06/17,,,10.1002/jmri.27784,1,37,35,15,,,1,0,limitations,,
34432230,Aberrant Cerebello-Cerebral Connectivity in Remitted Bipolar Patients 1 and 2: New Insight into Understanding the Cerebellar Role in Mania and Hypomania,"Olivito G, Lupo M, Gragnani A, Saettoni M, Siciliano L, Pancheri C, Panfili M, Cercignani M, Bozzali M, Chiaie RD, Leggio M.",Cerebellum. 2021 Aug 25. doi: 10.1007/s12311-021-01317-9. Online ahead of print.,Olivito G,Cerebellum,2021,2021/08/25,,,10.1007/s12311-021-01317-9,1,37,17,13,,,0,0,,,
34335316,Abnormal Functional Connectivity of the Amygdala in Mild Cognitive Impairment Patients With Depression Symptoms Revealed by Resting-State fMRI,"Yang T, Shen B, Wu A, Tang X, Chen W, Zhang Z, Chen B, Guo Z, Liu X.",Front Psychiatry. 2021 Jul 15;12:533428. doi: 10.3389/fpsyt.2021.533428. eCollection 2021.,Yang T,Front Psychiatry,2021,2021/08/02,PMC8319717,,10.3389/fpsyt.2021.533428,0,,,,,,,,,Seed-based,
34633514,Structure can predict function in the human brain: a graph neural network deep learning model of functional connectivity and centrality based on structural connectivity,"Neudorf J, Kress S, Borowsky R.",Brain Struct Funct. 2022 Jan;227(1):331-343. doi: 10.1007/s00429-021-02403-8. Epub 2021 Oct 11.,Neudorf J,Brain Struct Funct,2022,2021/10/11,PMC8741721,,10.1007/s00429-021-02403-8,0,,,,,,,,,DL,
34911204,Neural correlates of emotional processing in panic disorder,"Korgaonkar MS, Tran J, Felmingham KL, Williams LM, Bryant RA.",Neuroimage Clin. 2021;32:102902. doi: 10.1016/j.nicl.2021.102902. Epub 2021 Dec 1.,Korgaonkar MS,Neuroimage Clin,2021,2021/12/16,PMC8650813,,10.1016/j.nicl.2021.102902,1,33,22,,,,0,0,,,
32955777,Diffuse brain connectivity changes in Charcot-Marie-Tooth type 1a patients: a resting-state functional magnetic resonance imaging study,"Pontillo G, Tozza S, Perillo T, Cocozza S, Dubbioso R, Severi D, Iodice R, Tedeschi E, Elefante A, Brunetti A, Manganelli F, Quarantelli M.",Eur J Neurol. 2021 Jan;28(1):305-313. doi: 10.1111/ene.14540. Epub 2020 Oct 20.,Pontillo G,Eur J Neurol,2021,2020/09/21,,,10.1111/ene.14540,1,20,18,,,,0,0,,"Seed-based (32 seeds, main networks)",
34721001,Functional Abnormality Associated With Tau Deposition in Alzheimer's Disease - A Hybrid Positron Emission Tomography/MRI Study,"Fu L, Zhou Z, Liu L, Zhang J, Xie H, Zhang X, Zhu M, Wang R.",Front Aging Neurosci. 2021 Oct 13;13:758053. doi: 10.3389/fnagi.2021.758053. eCollection 2021.,Fu L,Front Aging Neurosci,2021,2021/11/01,PMC8548365,,10.3389/fnagi.2021.758053,0,,,,,,,,,Seed-based,
34471976,Between-sex variability of resting state functional brain networks in amyotrophic lateral sclerosis (ALS),"Trojsi F, Di Nardo F, Caiazzo G, Siciliano M, D'Alvano G, Passaniti C, Russo A, Bonavita S, Cirillo M, Esposito F, Tedeschi G.",J Neural Transm (Vienna). 2021 Dec;128(12):1881-1897. doi: 10.1007/s00702-021-02413-0. Epub 2021 Sep 1.,Trojsi F,J Neural Transm (Vienna),2021,2021/09/02,PMC8571222,,10.1007/s00702-021-02413-0,1,45,31,,,,0,0,,,
34106878,Altered brain network centrality in patients with mild cognitive impairment: an fMRI study using a voxel-wise degree centrality approach,"Xiong J, Yu C, Su T, Ge QM, Shi WQ, Tang LY, Shu HY, Pan YC, Liang RB, Li QY, Shao Y.",Aging (Albany NY). 2021 Jun 9;13(11):15491-15500. doi: 10.18632/aging.203105. Epub 2021 Jun 9.,Xiong J,Aging (Albany NY),2021,2021/06/09,PMC8221306,,10.18632/aging.203105,1,12,12,,,,0,0,,,
33505236,Less Is Better: Single-Digit Brain Functional Connections Predict T2DM and T2DM-Induced Cognitive Impairment,"Qian H, Qin D, Qi S, Teng Y, Li C, Yao Y, Wu J.",Front Neurosci. 2021 Jan 11;14:588684. doi: 10.3389/fnins.2020.588684. eCollection 2020.,Qian H,Front Neurosci,2021,2021/01/28,PMC7829678,,10.3389/fnins.2020.588684,0,,,,,,,,,ML,
34693396,Altered neural networks and cognition in a hereditary colon cancer,"Cali RJ, Nephew BC, Moore CM, Chumachenko S, Sala AC, Cintron B, Luciano C, King JA, Hooper SR, Giardiello FM, Cruz-Correa M.",IBRO Neurosci Rep. 2021 Oct 2;11:137-143. doi: 10.1016/j.ibneur.2021.09.007. eCollection 2021 Dec.,Cali RJ,IBRO Neurosci Rep,2021,2021/10/25,PMC8517154,,10.1016/j.ibneur.2021.09.007,1,18,16,,,,0,0,,,
33953315,fMRI findings in MTBI patients with headaches following rTMS,"Vaninetti M, Lim M, Khalaf A, Metzger-Smith V, Flowers M, Kunnel A, Yang E, Song D, Lin L, Tsai A, Lee R, Golshan S, Leung A.",Sci Rep. 2021 May 5;11(1):9573. doi: 10.1038/s41598-021-89118-2.,Vaninetti M,Sci Rep,2021,2021/05/06,PMC8100290,,10.1038/s41598-021-89118-2,0,,,,,,,,,"seed-based, TMS",
34827450,Capturing Neuroplastic Changes after iTBS in Patients with Post-Stroke Aphasia: A Pilot fMRI Study,"Xu S, Yang Q, Chen M, Deng P, Zhuang R, Sun Z, Li C, Yan Z, Zhang Y, Jia J.",Brain Sci. 2021 Oct 31;11(11):1451. doi: 10.3390/brainsci11111451.,Xu S,Brain Sci,2021,2021/11/27,PMC8615629,,10.3390/brainsci11111451,0,,,,,,,,,"seed-based, TMS",
34115028,Anomalous functional connectivity within the default-mode network in treatment-naive patients possessing first-episode major depressive disorder,"Yu R, Tan H, Peng G, Du L, Wang P, Zhang Z, Lyu F.",Medicine (Baltimore). 2021 Jun 11;100(23):e26281. doi: 10.1097/MD.0000000000026281.,Yu R,Medicine (Baltimore),2021,2021/06/11,PMC8202596,,10.1097/MD.0000000000026281,1,35,33,,,,0,0,,,
31908107,Investigation of brain functional connectivity to assess cognitive control over cue-processing in Alcohol Use Disorder,"Strosche A, Zhang X, Kirsch M, Hermann D, Ende G, Kiefer F, Vollstädt-Klein S.",Addict Biol. 2021 Jan;26(1):e12863. doi: 10.1111/adb.12863. Epub 2020 Jan 6.,Strosche A,Addict Biol,2021,2020/01/08,,,10.1111/adb.12863,0,,,,,,,,,within-patient,
34881247,Multiple Connection Pattern Combination From Single-Mode Data for Mild Cognitive Impairment Identification,"Li W, Xu X, Wang Z, Peng L, Wang P, Gao X.",Front Cell Dev Biol. 2021 Nov 22;9:782727. doi: 10.3389/fcell.2021.782727. eCollection 2021.,Li W,Front Cell Dev Biol,2021,2021/12/09,PMC8645991,,10.3389/fcell.2021.782727,0,,,,,,,,,novel predictive model on ADNI,
33222299,Altered sensorimotor fMRI directed connectivity in Parkinson's disease patients,"Goelman G, Dan R, Růžička F, Bezdicek O, Jech R.",Eur J Neurosci. 2021 Mar;53(6):1976-1987. doi: 10.1111/ejn.15053. Epub 2020 Dec 13.,Goelman G,Eur J Neurosci,2021,2020/11/22,,,10.1111/ejn.15053,0,,,,,,,,,"within patients, novel multivariate model",
33202107,Altered Cortical Reorganization and Brain Functional Connectivity in Phantom Limb Pain: A Functional MRI Study,"Zheng BX, Yin Y, Xiao H, Lui S, Wen CB, Dai YE, Yang G, Liu J, Gong Q.",Pain Pract. 2021 Apr;21(4):394-403. doi: 10.1111/papr.12966. Epub 2020 Dec 6.,Zheng BX,Pain Pract,2021,2020/11/17,,,10.1111/papr.12966,0,,,,,,,,,Seed-based,
34512254,Acupuncture Modulation Effect on Pain Processing Patterns in Patients With Migraine Without Aura,"Tian Z, Guo Y, Yin T, Xiao Q, Ha G, Chen J, Wang S, Lan L, Zeng F.",Front Neurosci. 2021 Aug 26;15:729218. doi: 10.3389/fnins.2021.729218. eCollection 2021.,Tian Z,Front Neurosci,2021,2021/09/13,PMC8427167,,10.3389/fnins.2021.729218,0,,,,,,,,,Seed-based,
33985945,Functional MRI Shows Altered Deactivation and a Corresponding Decrease in Functional Connectivity of the Default Mode Network in Patients with Gliomas,"Maniar YM, Peck KK, Jenabi M, Gene M, Holodny AI.",AJNR Am J Neuroradiol. 2021 Aug;42(8):1505-1512. doi: 10.3174/ajnr.A7138. Epub 2021 May 13.,Maniar YM,AJNR Am J Neuroradiol,2021,2021/05/14,PMC8367628,,10.3174/ajnr.A7138,0,,,,,,,,,Seed-based,
35250532,Frontal White Matter Hyperintensities Effect on Default Mode Network Connectivity in Acute Mild Traumatic Brain Injury,"Zhang D, Zhu P, Yin B, Zhao P, Wang S, Ye L, Bai L, Yan Z, Bai G.",Front Aging Neurosci. 2022 Feb 16;13:793491. doi: 10.3389/fnagi.2021.793491. eCollection 2021.,Zhang D,Front Aging Neurosci,2022,2022/03/07,PMC8890121,,10.3389/fnagi.2021.793491,0,,,,,,,,,Seed-based,
34153437,"Longitudinal stability of resting-state networks in normal aging, mild cognitive impairment, and Alzheimer's disease","Takao H, Amemiya S, Abe O; Alzheimer's Disease Neuroimaging Initiative.",Magn Reson Imaging. 2021 Oct;82:55-73. doi: 10.1016/j.mri.2021.06.020. Epub 2021 Jun 19.,Takao H,Magn Reson Imaging,2021,2021/06/21,,,10.1016/j.mri.2021.06.020,0,,,,,,,,,test-retest,
32361944,Enhanced cerebro-cerebellar functional connectivity reverses cognitive impairment following electroconvulsive therapy in major depressive disorder,"Wei Q, Ji Y, Bai T, Zu M, Guo Y, Mo Y, Ji G, Wang K, Tian Y.",Brain Imaging Behav. 2021 Apr;15(2):798-806. doi: 10.1007/s11682-020-00290-x.,Wei Q,Brain Imaging Behav,2021,2020/05/04,,,10.1007/s11682-020-00290-x,0,,,,,,,,,Seed-based,
34767967,Anatomical and fMRI-network comparison of multiple DLPFC targeting strategies for repetitive transcranial magnetic stimulation treatment of depression,"Cardenas VA, Bhat JV, Horwege AM, Ehrlich TJ, Lavacot J, Mathalon DH, Glover GH, Roach BJ, Badran BW, Forman SD, George MS, Thase ME, Yesavage JA, Yurgelun-Todd D, Rosen AC.",Brain Stimul. 2022 Jan-Feb;15(1):63-72. doi: 10.1016/j.brs.2021.11.008. Epub 2021 Nov 10.,Cardenas VA,Brain Stimul,2022,2021/11/12,PMC8900427,NIHMS1777676,10.1016/j.brs.2021.11.008,0,,,,,,,,,"Seed-based, TMS",
34488187,Resting state functional connectivity subtypes predict discrete patterns of cognitive-affective functioning across levels of analysis among patients with treatment-resistant depression,"Woody ML, Panny B, Degutis M, Griffo A, Price RB.",Behav Res Ther. 2021 Nov;146:103960. doi: 10.1016/j.brat.2021.103960. Epub 2021 Sep 2.,Woody ML,Behav Res Ther,2021,2021/09/06,PMC8653528,NIHMS1760407,10.1016/j.brat.2021.103960,0,,,,,,,,,"Seed-based, method",
34249649,Higher inter-hemispheric homotopic connectivity in lifelong premature ejaculation patients: a pilot resting-state fMRI study,"Feng N, Gao M, Wu J, Yang G, Piao R, Liu P.",Quant Imaging Med Surg. 2021 Jul;11(7):3234-3243. doi: 10.21037/qims-20-1103.,Feng N,Quant Imaging Med Surg,2021,2021/07/12,PMC8250033,,10.21037/qims-20-1103,0,,,,,,,,,interhemispheric connections,
34450591,Categorizing cortical dysplasia lesions for surgical outcome using network functional connectivity,"Bdaiwi AS, Greiner HM, Leach J, Mangano FT, DiFrancesco MW.",J Neurosurg Pediatr. 2021 Aug 27;28(5):600-608. doi: 10.3171/2021.5.PEDS20990.,Bdaiwi AS,J Neurosurg Pediatr,2021,2021/08/27,,,10.3171/2021.5.PEDS20990,1,129,21,,,,1,0,limitation,,
34432228,Shared and specific patterns of structural and functional thalamo-frontal disturbances in manic and euthymic pediatric bipolar disorder,"Guo YB, Gao WJ, Long ZL, Cao WF, Cui D, Guo YX, Jiao Q, Qiu JF, Su LY, Lu GM.",Brain Imaging Behav. 2021 Oct;15(5):2671-2680. doi: 10.1007/s11682-021-00539-z. Epub 2021 Aug 25.,Guo YB,Brain Imaging Behav,2021,2021/08/25,PMC8500876,,10.1007/s11682-021-00539-z,0,,,,,,,,,Seed-based,
34744670,Altered Cortical-Striatal Network in Patients With Hemifacial Spasm,"Gao W, Yang D, Zhang Z, Du L, Liu B, Liu J, Chen Y, Wang Y, Liu X, Yang A, Lv K, Xue J, Ma G.",Front Hum Neurosci. 2021 Oct 22;15:770107. doi: 10.3389/fnhum.2021.770107. eCollection 2021.,Gao W,Front Hum Neurosci,2021,2021/11/08,PMC8569140,,10.3389/fnhum.2021.770107,0,,,,,,,,,Seed-based,
34303170,Widespread plasticity of cognition-related brain networks in single-sided deafness revealed by randomized window-based dynamic functional connectivity,"Zhu Y, Li X, Qiao Y, Shang R, Shi G, Shang Y, Guo H.",Med Image Anal. 2021 Oct;73:102163. doi: 10.1016/j.media.2021.102163. Epub 2021 Jul 7.,Zhu Y,Med Image Anal,2021,2021/07/24,,,10.1016/j.media.2021.102163,0,,,,,,,,,ML,
33939234,Functional connectivity abnormalities underlying mood disturbances in male abstinent methamphetamine abusers,"Jiang P, Sun J, Zhou X, Lu L, Li L, Huang X, Li J, Kendrick K, Gong Q.",Hum Brain Mapp. 2021 Aug 1;42(11):3366-3378. doi: 10.1002/hbm.25439. Epub 2021 May 3.,Jiang P,Hum Brain Mapp,2021,2021/05/03,PMC8249885,,10.1002/hbm.25439,1,48,48,,,,0,0,,,
33450563,The impact of hippocampal impairment on task-positive and task-negative language networks in temporal lobe epilepsy,"Nenning KH, Fösleitner O, Schwartz E, Schwarz M, Schmidbauer V, Geisl G, Widmann C, Pirker S, Baumgartner C, Prayer D, Pataraia E, Bartha-Doering L, Langs G, Kasprian G, Bonelli SB.",Clin Neurophysiol. 2021 Feb;132(2):404-411. doi: 10.1016/j.clinph.2020.10.031. Epub 2020 Dec 3.,Nenning KH,Clin Neurophysiol,2021,2021/01/15,,,10.1016/j.clinph.2020.10.031,0,,,,,,,,,Seed-based,
33446780,Individual-fMRI-approaches reveal cerebellum and visual communities to be functionally connected in obsessive compulsive disorder,"Kashyap R, Eng GK, Bhattacharjee S, Gupta B, Ho R, Ho CSH, Zhang M, Mahendran R, Sim K, Chen SHA.",Sci Rep. 2021 Jan 14;11(1):1354. doi: 10.1038/s41598-020-80346-6.,Kashyap R,Sci Rep,2021,2021/01/15,PMC7809273,,10.1038/s41598-020-80346-6,1,22,20,,,,1,1,motivation,inference and predictive,
33638213,The default mode network and cognition in Parkinson's disease: A multimodal resting-state network approach,"Ruppert MC, Greuel A, Freigang J, Tahmasian M, Maier F, Hammes J, van Eimeren T, Timmermann L, Tittgemeyer M, Drzezga A, Eggers C.",Hum Brain Mapp. 2021 Jun 1;42(8):2623-2641. doi: 10.1002/hbm.25393. Epub 2021 Feb 27.,Ruppert MC,Hum Brain Mapp,2021,2021/02/27,PMC8090788,,10.1002/hbm.25393,0,,,,,,,,,Seed-based,
32818534,Disrupted rich-club network organization and individualized identification of patients with major depressive disorder,"Liu X, He C, Fan D, Zhu Y, Zang F, Wang Q, Zhang H, Zhang Z, Zhang H, Xie C.",Prog Neuropsychopharmacol Biol Psychiatry. 2021 Jun 8;108:110074. doi: 10.1016/j.pnpbp.2020.110074. Epub 2020 Aug 18.,Liu X,Prog Neuropsychopharmacol Biol Psychiatry,2021,2020/08/21,,,10.1016/j.pnpbp.2020.110074,1,32,31,,,,0,0,,,
33244627,Structural and functional brain changes in hepatic and neurological Wilson disease,"Tinaz S, Arora J, Nalamada K, Vives-Rodriguez A, Sezgin M, Robakis D, Patel A, Constable RT, Schilsky ML.",Brain Imaging Behav. 2021 Oct;15(5):2269-2282. doi: 10.1007/s11682-020-00420-5. Epub 2020 Nov 26.,Tinaz S,Brain Imaging Behav,2021,2020/11/27,,,10.1007/s11682-020-00420-5,1,30,30,,,,0,0,,,
33519409,Alternation of Resting-State Functional Connectivity Between Visual Cortex and Hypothalamus in Guinea Pigs With Experimental Glucocorticoid Enhanced Myopia After the Treatment of Electroacupuncture,"Zhang T, Jiang Q, Xu F, Zhang R, Liu D, Guo D, Wu J, Wen Y, Wang X, Jiang W, Bi H.",Front Neuroinform. 2021 Jan 13;14:579769. doi: 10.3389/fninf.2020.579769. eCollection 2020.,Zhang T,Front Neuroinform,2021,2021/02/01,PMC7838498,,10.3389/fninf.2020.579769,0,,,,,,,,,Seed-based,
33243686,Brain functional connectivity in individuals with psychogenic nonepileptic seizures (PNES): An application of graph theory,"Amiri S, Mirbagheri MM, Asadi-Pooya AA, Badragheh F, Ajam Zibadi H, Arbabi M.",Epilepsy Behav. 2021 Jan;114(Pt A):107565. doi: 10.1016/j.yebeh.2020.107565. Epub 2020 Nov 24.,Amiri S,Epilepsy Behav,2021,2020/11/27,,,10.1016/j.yebeh.2020.107565,1,33,25,,,,0,0,,,
33582535,Functional connectivity disturbances of ascending reticular activating system and posterior thalamus in juvenile myoclonic epilepsy in relation with photosensitivity: A resting-state fMRI study,"Ur Özçelik E, Kurt E, Şirin NG, Eryürek K, Ulaşoglu Yıldız Ç, Harı E, Ay U, Bebek N, Demiralp T, Baykan B.",Epilepsy Res. 2021 Mar;171:106569. doi: 10.1016/j.eplepsyres.2021.106569. Epub 2021 Feb 3.,Ur Özçelik E,Epilepsy Res,2021,2021/02/14,,,10.1016/j.eplepsyres.2021.106569,0,,,,,,,,,Seed-based,
33602352,Inflammation is correlated with abnormal functional connectivity in unmedicated bipolar depression: an independent component analysis study of resting-state fMRI,"Tang G, Chen P, Chen G, Zhong S, Gong J, Zhong H, Ye T, Chen F, Wang J, Luo Z, Qi Z, Jia Y, Wang Y, Huang L.",Psychol Med. 2021 Feb 19:1-11. doi: 10.1017/S003329172100009X. Online ahead of print.,Tang G,Psychol Med,2021,2021/02/19,,,10.1017/S003329172100009X,0,62,42,,,,0,0,,,
33305508,Desynchronized Functional Activities Between Brain White and Gray Matter in Major Depression Disorder,"Zhang Y, Kong Y, Liu X, Gao H, Yin Y, Hou Z, Zhang H, Zhang H, Xie C, Zhang Z, Yuan Y.",J Magn Reson Imaging. 2021 May;53(5):1375-1386. doi: 10.1002/jmri.27466. Epub 2020 Dec 10.,Zhang Y,J Magn Reson Imaging,2021,2020/12/11,,,10.1002/jmri.27466,1,129,89,,,,0,0,,,
33827011,Trauma-related dysfunction in the fronto-striatal reward circuit,"Sambuco N, Bradley MM, Lang PJ.",J Affect Disord. 2021 May 15;287:359-366. doi: 10.1016/j.jad.2021.03.043. Epub 2021 Mar 24.,Sambuco N,J Affect Disord,2021,2021/04/07,,,10.1016/j.jad.2021.03.043,0,,,,,,,,,Seed-based,
