random order,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,67
0,30630835,Resting-State Functional Connectivity of the Middle Frontal Gyrus Can Predict Language Lateralization in Patients with Brain Tumors,"Gohel S, Laino ME, Rajeev-Kumar G, Jenabi M, Peck K, Hatzoglou V, Tabar V, Holodny AI, Vachha B.",AJNR Am J Neuroradiol. 2019 Feb;40(2):319-325. doi: 10.3174/ajnr.A5932. Epub 2019 Jan 10.,Gohel S,AJNR Am J Neuroradiol,2019,2019/01/12,PMC6375738,NIHMS1515826,10.3174/ajnr.A5932,B,0,,,,,,,,,not case/contro;,
54,30726864,A connectome-based mechanistic model of focal cortical dysplasia,"Hong SJ, Lee HM, Gill R, Crane J, Sziklas V, Bernhardt BC, Bernasconi N, Bernasconi A.",Brain. 2019 Mar 1;142(3):688-699. doi: 10.1093/brain/awz009.,Hong SJ,Brain,2019,2019/02/07,PMC6391612,,10.1093/brain/awz009,B,1,34,27,,,,,,,,
55,30937973,Dysfunctional white-matter networks in medicated and unmedicated benign epilepsy with centrotemporal spikes,"Jiang Y, Song L, Li X, Zhang Y, Chen Y, Jiang S, Hou C, Yao D, Wang X, Luo C.",Hum Brain Mapp. 2019 Jul;40(10):3113-3124. doi: 10.1002/hbm.24584. Epub 2019 Apr 1.,Jiang Y,Hum Brain Mapp,2019,2019/04/03,PMC6865396,,10.1002/hbm.24584,B,1,24,21,27,,,0,,,network,
56,31200384,Characterization of postsurgical functional connectivity changes in temporal lobe epilepsy,"Morgan VL, Rogers BP, González HFJ, Goodale SE, Englot DJ.",J Neurosurg. 2019 Jun 14:1-11. doi: 10.3171/2019.3.JNS19350. Online ahead of print.,Morgan VL,J Neurosurg,2019,2019/06/15,PMC6911037,NIHMS1037727,10.3171/2019.3.JNS19350,B,0,,,,,,,,,within-patien,
57,31103805,Abnormal intrinsic brain functional network dynamics in unmedicated depressed bipolar II disorder,"Wang J, Wang Y, Huang H, Jia Y, Zheng S, Zhong S, Huang L, Huang R.",J Affect Disord. 2019 Jun 15;253:402-409. doi: 10.1016/j.jad.2019.04.103. Epub 2019 May 1.,Wang J,J Affect Disord,2019,2019/05/20,,,10.1016/j.jad.2019.04.103,B,1,51,50,,,,0,,,graph metric,
58,31754082,Disrupted brain functional hub and causal connectivity in acute mild traumatic brain injury,"Li F, Lu L, Chen H, Wang P, Chen YC, Zhang H, Yin X.",Aging (Albany NY). 2019 Nov 20;11(22):10684-10696. doi: 10.18632/aging.102484. Epub 2019 Nov 20.,Li F,Aging (Albany NY),2019,2019/11/23,PMC6914439,,10.18632/aging.102484,B,1,55,41,,,,0,,,graph metric,
59,31141727,Abnormal functional network of the thalamic subregions in adult patients with obsessive-compulsive disorder,"Li K, Zhang H, Yang Y, Zhu J, Wang B, Shi Y, Li X, Meng Z, Lv L, Zhang H.",Behav Brain Res. 2019 Oct 3;371:111982. doi: 10.1016/j.bbr.2019.111982. Epub 2019 May 26.,Li K,Behav Brain Res,2019,2019/05/30,,,10.1016/j.bbr.2019.111982,B,1,45,43,,,,1,1,motivation,G*Power,
60,31795061,Diverse functional connectivity patterns of resting-state brain networks associated with good and poor hand outcomes following stroke,"Hong W, Lin Q, Cui Z, Liu F, Xu R, Tang C.",Neuroimage Clin. 2019;24:102065. doi: 10.1016/j.nicl.2019.102065. Epub 2019 Nov 20.,Hong W,Neuroimage Clin,2019,2019/12/05,PMC6889370,,10.1016/j.nicl.2019.102065,B,1,52,26,26,,,0,,,,
61,30687078,Precuneus Dysfunction in Parkinson's Disease With Mild Cognitive Impairment,"Jia X, Li Y, Li K, Liang P, Fu X.",Front Aging Neurosci. 2019 Jan 10;10:427. doi: 10.3389/fnagi.2018.00427. eCollection 2018.,Jia X,Front Aging Neurosci,2019,2019/01/29,PMC6338059,,10.3389/fnagi.2018.00427,B,1,25,27,27,,,,,,,
62,31233909,Prism adaptation enhances decoupling between the default mode network and the attentional networks,"Wilf M, Serino A, Clarke S, Crottaz-Herbette S.",Neuroimage. 2019 Oct 15;200:210-220. doi: 10.1016/j.neuroimage.2019.06.050. Epub 2019 Jun 22.,Wilf M,Neuroimage,2019,2019/06/25,,,10.1016/j.neuroimage.2019.06.050,B,0,,,,,,,,,within-subject,
63,30439397,Altered baseline activity and connectivity associated with cognitive impairment following acute cerebellar infarction: A resting-state fMRI study,"Fan L, Hu J, Ma W, Wang D, Yao Q, Shi J.",Neurosci Lett. 2019 Jan 23;692:199-203. doi: 10.1016/j.neulet.2018.11.007. Epub 2018 Nov 12.,Fan L,Neurosci Lett,2019,2018/11/16,,,10.1016/j.neulet.2018.11.007,B,1,40,40,,,,1,0,motivation,seed-based + alff,
64,31820608,[Effect of acupuncture and moxibustion on brain functional connectivity network in patients with refractory facial paralysis],"Ma B, Yang J, Yuan AH, Li CF, Gao T, Song ST.",Zhongguo Zhen Jiu. 2019 Dec 12;39(12):1321-6. doi: 10.13703/j.0255-2930.2019.12.017.,Ma B,Zhongguo Zhen Jiu,2019,2019/12/11,,,10.13703/j.0255-2930.2019.12.017,B,0,,,,,,,,,not in english,
65,30719060,Acupuncture Enhances Communication between Cortices with Damaged White Matters in Poststroke Motor Impairment,"Han X, Bai L, Sun C, Niu X, Ning Y, Chen Z, Li Y, Li K, Lyu D, Fu C, Cui F, Chen Z, Tan Z, Tang L, Zou Y.",Evid Based Complement Alternat Med. 2019 Jan 2;2019:4245753. doi: 10.1155/2019/4245753. eCollection 2019.,Han X,Evid Based Complement Alternat Med,2019,2019/02/06,PMC6334314,,10.1155/2019/4245753,B,1,22,22,,,,0,,,,
66,31793025,Presurgical resting-state functional MRI language mapping with seed selection guided by regional homogeneity,"Hsu AL, Chen HS, Hou P, Wu CW, Johnson JM, Noll KR, Prabhu SS, Ferguson SD, Kumar VA, Schomer DF, Chen JH, Liu HL.",Magn Reson Med. 2020 Jul;84(1):375-383. doi: 10.1002/mrm.28107. Epub 2019 Dec 2.,Hsu AL,Magn Reson Med,2020,2019/12/04,,,10.1002/mrm.28107,B,0,,,,,,,,,within-patient,
67,30836325,Divergent patterns of loss of interpersonal warmth in frontotemporal dementia syndromes are predicted by altered intrinsic network connectivity,"Toller G, Yang WFZ, Brown JA, Ranasinghe KG, Shdo SM, Kramer JH, Seeley WW, Miller BL, Rankin KP.",Neuroimage Clin. 2019;22:101729. doi: 10.1016/j.nicl.2019.101729. Epub 2019 Feb 23.,Toller G,Neuroimage Clin,2019,2019/03/06,PMC6403437,,10.1016/j.nicl.2019.101729,B,1,33,21,37,22,,1,1,"motivation, interpretation",,
68,31034993,Differential language network functional connectivity alterations in Alzheimer's disease and the semantic variant of primary progressive aphasia,"Montembeault M, Chapleau M, Jarret J, Boukadi M, Laforce R Jr, Wilson MA, Rouleau I, Brambati SM.",Cortex. 2019 Aug;117:284-298. doi: 10.1016/j.cortex.2019.03.018. Epub 2019 Apr 3.,Montembeault M,Cortex,2019,2019/04/30,,,10.1016/j.cortex.2019.03.018,B,1,10,12,11,,,1,0,limitation,,
69,31430270,Identification of traits and functional connectivity-based neurotraits of chronic pain,"Vachon-Presseau E, Berger SE, Abdullah TB, Griffith JW, Schnitzer TJ, Apkarian AV.",PLoS Biol. 2019 Aug 20;17(8):e3000349. doi: 10.1371/journal.pbio.3000349. eCollection 2019 Aug.,Vachon-Presseau E,PLoS Biol,2019,2019/08/21,PMC6701751,,10.1371/journal.pbio.3000349,B,0,,,,,,,,,within-subject,
70,31417339,Electroencephalography and Functional Magnetic Resonance Imaging-Guided Simultaneous Transcranial Direct Current Stimulation and Repetitive Transcranial Magnetic Stimulation in a Patient With Minimally Conscious State,"Lin Y, Liu T, Huang Q, Su Y, Chen W, Gao D, Tian X, Huang T, Zhen Z, Han T, Ye H, Wang Y.",Front Neurosci. 2019 Jul 31;13:746. doi: 10.3389/fnins.2019.00746. eCollection 2019.,Lin Y,Front Neurosci,2019,2019/08/17,PMC6685103,,10.3389/fnins.2019.00746,B,0,,,,,,,,,review,
71,31249539,Reduced Interhemispheric Functional Connectivity in Obsessive-Compulsive Disorder Patients,"Deng K, Qi T, Xu J, Jiang L, Zhang F, Dai N, Cheng Y, Xu X.",Front Psychiatry. 2019 Jun 13;10:418. doi: 10.3389/fpsyt.2019.00418. eCollection 2019.,Deng K,Front Psychiatry,2019,2019/06/29,PMC6584782,,10.3389/fpsyt.2019.00418,MP,1,46,46,,,,0,,,,
72,31044310,Comparing the Wada Test and Functional MRI for the Presurgical Evaluation of Memory in Temporal Lobe Epilepsy,"Massot-Tarrús A, White K, Mirsattari SM.",Curr Neurol Neurosci Rep. 2019 May 1;19(6):31. doi: 10.1007/s11910-019-0945-8.,Massot-Tarrús A,Curr Neurol Neurosci Rep,2019,2019/05/03,,,10.1007/s11910-019-0945-8,MP,0,,,,,,,,,,
73,30852127,Association Between Duration of Untreated Psychosis and Frontostriatal Connectivity During Maintenance of Visuospatial Working Memory,"Manivannan A, Foran W, Jalbrzikowski M, Murty VP, Haas GL, Tarcijonas G, Luna B, Sarpal DK.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2019 May;4(5):454-461. doi: 10.1016/j.bpsc.2019.01.007. Epub 2019 Jan 30.,Manivannan A,Biol Psychiatry Cogn Neurosci Neuroimaging,2019,2019/03/11,PMC6631364,NIHMS1039726,10.1016/j.bpsc.2019.01.007,MP,1,37,25,,,,1,0,limitation,,
74,31161764,Early Functional Connectivity Predicts Recovery from Visual Field Defects after Stroke,"Kim YH, Cho AH, Kim D, Kim SM, Lim HT, Kwon SU, Kim JS, Kang DW.",J Stroke. 2019 May;21(2):207-216. doi: 10.5853/jos.2018.02999. Epub 2019 May 31.,Kim YH,J Stroke,2019,2019/06/05,PMC6549059,,10.5853/jos.2018.02999,MP,0,,,,,,,,,,
75,31605452,Resting-state brain entropy in right temporal lobe epilepsy and its relationship with alertness,"Zhou M, Jiang W, Zhong D, Zheng J.",Brain Behav. 2019 Nov;9(11):e01446. doi: 10.1002/brb3.1446. Epub 2019 Oct 12.,Zhou M,Brain Behav,2019,2019/10/13,PMC6851803,,10.1002/brb3.1446,MP,1,33,31,,,,0,,,,
76,30995557,Seed-Based Connectivity Analysis of Resting-State fMRI in Patients with Brain Tumors: A Feasibility Study,"Metwali H, Samii A.",World Neurosurg. 2019 Aug;128:e165-e176. doi: 10.1016/j.wneu.2019.04.073. Epub 2019 Apr 14.,Metwali H,World Neurosurg,2019,2019/04/18,,,10.1016/j.wneu.2019.04.073,MP,0,,,,,,,,,,
77,30644620,Altered functional connectivity of the marginal division in Parkinson's disease with mild cognitive impairment: A pilot resting-state fMRI study,"Li MG, Chen YY, Chen ZY, Feng J, Liu MY, Lou X, Shu SY, Wang ZF, Ma L.",J Magn Reson Imaging. 2019 Jul;50(1):183-192. doi: 10.1002/jmri.26548. Epub 2019 Jan 15.,Li MG,J Magn Reson Imaging,2019,2019/01/16,,,10.1002/jmri.26548,MP,1,25,25,,,,0,,,,
78,30923933,Cerebellar functional abnormalities in early stage drug-naïve and medicated Parkinson's disease,"Xu S, He XW, Zhao R, Chen W, Qin Z, Zhang J, Ban S, Li GF, Shi YH, Hu Y, Zhuang MT, Liu YS, Shen XL, Li J, Liu JR, Du X.",J Neurol. 2019 Jul;266(7):1578-1587. doi: 10.1007/s00415-019-09294-0. Epub 2019 Mar 28.,Xu S,J Neurol,2019,2019/03/30,,,10.1007/s00415-019-09294-0,MP,1,31,31,,,,0,,,,
79,30384106,Neuronal variability of Resting State activity in Eating Disorders: increase and decoupling in Ventral Attention Network and relation with clinical symptoms,"Spalatro AV, Amianto F, Huang Z, D'Agata F, Bergui M, Abbate Daga G, Fassino S, Northoff G.",Eur Psychiatry. 2019 Jan;55:10-17. doi: 10.1016/j.eurpsy.2018.08.005. Epub 2018 Oct 29.,Spalatro AV,Eur Psychiatry,2019,2018/11/02,,,10.1016/j.eurpsy.2018.08.005,MP,1,25,17,,,,0,,,,
80,30381997,"Repetitive Transcranial Magnetic Stimulation with Resting-State Network Targeting for Treatment-Resistant Depression in Traumatic Brain Injury: A Randomized, Controlled, Double-Blinded Pilot Study","Siddiqi SH, Trapp NT, Hacker CD, Laumann TO, Kandala S, Hong X, Trillo L, Shahim P, Leuthardt EC, Carter AR, Brody DL.",J Neurotrauma. 2019 Apr 15;36(8):1361-1374. doi: 10.1089/neu.2018.5889. Epub 2019 Jan 7.,Siddiqi SH,J Neurotrauma,2019,2018/11/02,PMC6909726,,10.1089/neu.2018.5889,MP,0,,,,,,,,,,
81,30004291,Altered nuclei-specific thalamic functional connectivity patterns in multiple sclerosis and their associations with fatigue and cognition,"Lin F, Zivadinov R, Hagemeier J, Weinstock-Guttman B, Vaughn C, Gandhi S, Jakimovski D, Hulst HE, Benedict RH, Bergsland N, Fuchs T, Dwyer MG.",Mult Scler. 2019 Aug;25(9):1243-1254. doi: 10.1177/1352458518788218. Epub 2018 Jul 13.,Lin F,Mult Scler,2019,2018/07/14,,,10.1177/1352458518788218,MP,1,64,26,,,,1,0,limitation,,
82,31005180,Functional connectivity disruption of the substantia nigra associated with cognitive impairment in acute mild traumatic brain injury,"Lu L, Li F, Ma Y, Chen H, Wang P, Peng M, Chen YC, Yin X.",Eur J Radiol. 2019 May;114:69-75. doi: 10.1016/j.ejrad.2019.03.002. Epub 2019 Mar 8.,Lu L,Eur J Radiol,2019,2019/04/22,,,10.1016/j.ejrad.2019.03.002,MP,1,58,30,,,,0,,,,
83,31852732,Task-Free Functional Language Networks: Reproducibility and Clinical Application,"Battistella G, Borghesani V, Henry M, Shwe W, Lauricella M, Miller Z, Deleon J, Miller BL, Dronkers N, Brambati SM, Seeley WW, Mandelli ML, Gorno-Tempini ML.",J Neurosci. 2020 Feb 5;40(6):1311-1320. doi: 10.1523/JNEUROSCI.1485-19.2019. Epub 2019 Dec 18.,Battistella G,J Neurosci,2020,2019/12/20,PMC7002153,,10.1523/JNEUROSCI.1485-19.2019,MP,1,64,44,66,51,,0,,,,
84,30703519,Neurofeedback of core language network nodes modulates connectivity with the default-mode network: A double-blind fMRI neurofeedback study on auditory verbal hallucinations,"Zweerings J, Hummel B, Keller M, Zvyagintsev M, Schneider F, Klasen M, Mathiak K.",Neuroimage. 2019 Apr 1;189:533-542. doi: 10.1016/j.neuroimage.2019.01.058. Epub 2019 Jan 28.,Zweerings J,Neuroimage,2019,2019/02/01,,,10.1016/j.neuroimage.2019.01.058,MP,1,35,21,,,,0,,,,
85,30988667,Effects of Childhood Maltreatment on Social Cognition and Brain Functional Connectivity in Borderline Personality Disorder Patients,"Duque-Alarcón X, Alcalá-Lozano R, González-Olvera JJ, Garza-Villarreal EA, Pellicer F.",Front Psychiatry. 2019 Mar 29;10:156. doi: 10.3389/fpsyt.2019.00156. eCollection 2019.,Duque-Alarcón X,Front Psychiatry,2019,2019/04/17,PMC6452291,,10.3389/fpsyt.2019.00156,MP,1,33,18,15,,,0,,,,
86,30834629,Modified Xiaoyaosan reverses aberrant brain regional homogeneity to exert antidepressive effects in mice,"Bi Y, Huang P, Dong Z, Gao T, Huang S, Gao L, Lv Z.",Neuropathology. 2019 Apr;39(2):85-96. doi: 10.1111/neup.12540. Epub 2019 Mar 4.,Bi Y,Neuropathology,2019,2019/03/06,,,10.1111/neup.12540,MP,0,,,,,,,,,,
87,31032190,Differences in functional brain alterations driven by right or left facial nerve efferent dysfunction: Evidence from early Bell's palsy,"Han X, Li H, Du L, Wang X, Zhu Y, Yu H, Song T, Sun S, Guo R, Liu J, Shi S, Fu C, Gao W, Zhang L, Yan R, Ma G.",Quant Imaging Med Surg. 2019 Mar;9(3):427-439. doi: 10.21037/qims.2019.02.13.,Han X,Quant Imaging Med Surg,2019,2019/04/30,PMC6462577,,10.21037/qims.2019.02.13,MP,1,37,67,,,,0,,,,
88,31244690,Functional Correlates of Resting-State Connectivity in the Default Mode Network of Heroin Users on Methadone Treatment and Medication-Free Therapeutic Community Program,"Kuo LW, Lin PS, Lin SY, Liu MF, Jan H, Lee HC, Wang SC.",Front Psychiatry. 2019 Jun 6;10:381. doi: 10.3389/fpsyt.2019.00381. eCollection 2019.,Kuo LW,Front Psychiatry,2019,2019/06/28,PMC6562277,,10.3389/fpsyt.2019.00381,MP,1,11,11,,,,0,,,,
89,31213886,"Chronic widespread pain patients show disrupted cortical connectivity in default mode and salience networks, modulated by pain sensitivity","van Ettinger-Veenstra H, Lundberg P, Alföldi P, Södermark M, Graven-Nielsen T, Sjörs A, Engström M, Gerdle B.",J Pain Res. 2019 May 29;12:1743-1755. doi: 10.2147/JPR.S189443. eCollection 2019.,van Ettinger-Veenstra H,J Pain Res,2019,2019/06/20,PMC6549756,,10.2147/JPR.S189443,MP,1,39,40,,,,0,,,,
90,31133781,Correlation Between Hippocampus MRI Radiomic Features and Resting-State Intrahippocampal Functional Connectivity in Alzheimer's Disease,"Feng Q, Wang M, Song Q, Wu Z, Jiang H, Pang P, Liao Z, Yu E, Ding Z.",Front Neurosci. 2019 May 7;13:435. doi: 10.3389/fnins.2019.00435. eCollection 2019.,Feng Q,Front Neurosci,2019,2019/05/29,PMC6524720,,10.3389/fnins.2019.00435,MP,1,44,67,,,,0,,,,
91,29431005,Reduced blood oxygenation level dependent connectivity is related to hypoperfusion in Alzheimer's disease,"Göttler J, Preibisch C, Riederer I, Pasquini L, Alexopoulos P, Bohn KP, Yakushev I, Beller E, Kaczmarz S, Zimmer C, Grimmer T, Drzezga A, Sorg C.",J Cereb Blood Flow Metab. 2019 Jul;39(7):1314-1325. doi: 10.1177/0271678X18759182. Epub 2018 Feb 12.,Göttler J,J Cereb Blood Flow Metab,2019,2018/02/13,PMC6668525,,10.1177/0271678X18759182,MP,0,,,,,,,,,,
92,32801606,A state-space model for dynamic functional connectivity,"Chakravarty S, Threlkeld ZD, Bodien YG, Edlow BL, Brown EN.",Conf Rec Asilomar Conf Signals Syst Comput. 2019 Nov;2019:240-244. doi: 10.1109/ieeeconf44664.2019.9048807. Epub 2020 Mar 30.,Chakravarty S,Conf Rec Asilomar Conf Signals Syst Comput,2019,2020/08/18,PMC7425228,NIHMS1612215,10.1109/ieeeconf44664.2019.9048807,MP,0,,,,,,,,,,
93,31284028,Modulation of the spontaneous hemodynamic response function across levels of consciousness,"Wu GR, Di Perri C, Charland-Verville V, Martial C, Carrière M, Vanhaudenhuyse A, Laureys S, Marinazzo D.",Neuroimage. 2019 Oct 15;200:450-459. doi: 10.1016/j.neuroimage.2019.07.011. Epub 2019 Jul 5.,Wu GR,Neuroimage,2019,2019/07/09,,,10.1016/j.neuroimage.2019.07.011,MP,1,13,25,21,,,0,,,,
94,30273448,Focal application of accelerated iTBS results in global changes in graph measures,"Klooster DCW, Franklin SL, Besseling RMH, Jansen JFA, Caeyenberghs K, Duprat R, Aldenkamp AP, de Louw AJA, Boon PAJM, Baeken C.",Hum Brain Mapp. 2019 Feb 1;40(2):432-450. doi: 10.1002/hbm.24384. Epub 2018 Oct 1.,Klooster DCW,Hum Brain Mapp,2019,2018/10/02,PMC6585849,,10.1002/hbm.24384,MP,0,,,,,,,,,,
95,30091020,Effects of levodopa therapy on voxel-based degree centrality in Parkinson's disease,"Zhong M, Yang W, Huang B, Jiang W, Zhang X, Liu X, Wang L, Wang J, Zhao L, Zhang Y, Liu Y, Lin J, Huang R.",Brain Imaging Behav. 2019 Oct;13(5):1202-1219. doi: 10.1007/s11682-018-9936-7.,Zhong M,Brain Imaging Behav,2019,2018/08/10,,,10.1007/s11682-018-9936-7,MP,1,26,21,,,,0,,,,
96,31072956,Hippocampal network abnormalities explain amnesia after VGKCC-Ab related autoimmune limbic encephalitis,"Loane C, Argyropoulos GPD, Roca-Fernández A, Lage C, Sheerin F, Ahmed S, Zamboni G, Mackay C, Irani SR, Butler CR.",J Neurol Neurosurg Psychiatry. 2019 Sep;90(9):965-974. doi: 10.1136/jnnp-2018-320168. Epub 2019 May 9.,Loane C,J Neurol Neurosurg Psychiatry,2019,2019/05/11,PMC6820158,,10.1136/jnnp-2018-320168,MP,0,,,,,,,,,,
97,30918091,Top-down alteration of functional connectivity within the sensorimotor network in focal dystonia,"Battistella G, Simonyan K.",Neurology. 2019 Apr 16;92(16):e1843-e1851. doi: 10.1212/WNL.0000000000007317. Epub 2019 Mar 27.,Battistella G,Neurology,2019,2019/03/29,PMC6550502,,10.1212/WNL.0000000000007317,MP,1,40,35,,,,0,,,,
98,30744588,Variation in the CACNB2 gene is associated with functional connectivity of the Hippocampus in bipolar disorder,"Liu F, Gong X, Yao X, Cui L, Yin Z, Li C, Tang Y, Wang F.",BMC Psychiatry. 2019 Feb 11;19(1):62. doi: 10.1186/s12888-019-2040-8.,Liu F,BMC Psychiatry,2019,2019/02/13,PMC6371424,,10.1186/s12888-019-2040-8,MP,1,69,133,,,,0,,,,
100,30591372,Functional connectivity and the failure to retrieve meaning from shape in visual object agnosia,"Ptak R, Lazeyras F.",Brain Cogn. 2019 Apr;131:94-101. doi: 10.1016/j.bandc.2018.12.007. Epub 2018 Dec 25.,Ptak R,Brain Cogn,2019,2018/12/29,,,10.1016/j.bandc.2018.12.007,S,0,,,,,,,,,one case,
101,31334108,Chemotherapy Potentially Facilitates the Occurrence of Radiation Encephalopathy in Patients With Nasopharyngeal Carcinoma Following Radiotherapy: A Multiparametric Magnetic Resonance Imaging Study,"Zhang Y, Yi X, Gao J, Li L, Liu L, Qiu T, Zhang J, Zhang Y, Liao W.",Front Oncol. 2019 Jul 3;9:567. doi: 10.3389/fonc.2019.00567. eCollection 2019.,Zhang Y,Front Oncol,2019,2019/07/24,PMC6618298,,10.3389/fonc.2019.00567,MP,1,56,37,108,,,1,0,limitation,within-subject and also between groups (I think),
102,30858808,Psychological and Brain Connectivity Changes Following Trauma-Focused CBT and EMDR Treatment in Single-Episode PTSD Patients,"Santarnecchi E, Bossini L, Vatti G, Fagiolini A, La Porta P, Di Lorenzo G, Siracusano A, Rossi S, Rossi A.",Front Psychol. 2019 Feb 25;10:129. doi: 10.3389/fpsyg.2019.00129. eCollection 2019.,Santarnecchi E,Front Psychol,2019,2019/03/13,PMC6397860,,10.3389/fpsyg.2019.00129,MP,1,14,17,,,,1,0,motivation,,
103,30699871,Intrinsic brain abnormalities in drug-naive patients with obsessive-compulsive disorder: A resting-state functional MRI study,"Yang X, Hu X, Tang W, Li B, Yang Y, Gong Q, Huang X.",J Affect Disord. 2019 Feb 15;245:861-868. doi: 10.1016/j.jad.2018.11.080. Epub 2018 Nov 13.,Yang X,J Affect Disord,2019,2019/02/01,,,10.1016/j.jad.2018.11.080,MP,1,68,68,,,,0,,,,
104,29448003,Increased hippocampal-prefrontal functional connectivity in insomnia,"Leerssen J, Wassing R, Ramautar JR, Stoffers D, Lakbila-Kamal O, Perrier J, Bruijel J, Foster-Dingley JC, Aghajani M, van Someren EJW.",Neurobiol Learn Mem. 2019 Apr;160:144-150. doi: 10.1016/j.nlm.2018.02.006. Epub 2018 Feb 12.,Leerssen J,Neurobiol Learn Mem,2019,2018/02/16,,,10.1016/j.nlm.2018.02.006,,,,,,,,,,,,
105,30460891,Frontostriatal functional connectivity and striatal dopamine synthesis capacity in schizophrenia in terms of antipsychotic responsiveness: an [(18)F]DOPA PET and fMRI study,"Kim S, Jung WH, Howes OD, Veronese M, Turkheimer FE, Lee YS, Lee JS, Kim E, Kwon JS.",Psychol Med. 2019 Nov;49(15):2533-2542. doi: 10.1017/S0033291718003471. Epub 2018 Nov 21.,Kim S,Psychol Med,2019,2018/11/22,,,10.1017/S0033291718003471,,,,,,,,,,,,
106,31377556,Examining resting-state functional connectivity in first-episode schizophrenia with 7T fMRI and MEG,"Lottman KK, Gawne TJ, Kraguljac NV, Killen JF, Reid MA, Lahti AC.",Neuroimage Clin. 2019;24:101959. doi: 10.1016/j.nicl.2019.101959. Epub 2019 Jul 23.,Lottman KK,Neuroimage Clin,2019,2019/08/05,PMC6677917,,10.1016/j.nicl.2019.101959,,,,,,,,,,,,
107,31741703,Sensitivity of derived clinical biomarkers to rs-fMRI preprocessing software versions,"Nguyen KP, Fatt CC, Mellema C, Trivedi MH, Montillo A.",Proc IEEE Int Symp Biomed Imaging. 2019 Apr;2019:1581-1584. doi: 10.1109/ISBI.2019.8759526. Epub 2019 Jul 11.,Nguyen KP,Proc IEEE Int Symp Biomed Imaging,2019,2019/11/20,PMC6860361,NIHMS1058383,10.1109/ISBI.2019.8759526,,,,,,,,,,,,
108,31103016,Disruption and lateralization of cerebellar-cerebral functional networks in right temporal lobe epilepsy: A resting-state fMRI study,"Zhou X, Zhang Z, Liu J, Qin L, Pang X, Zheng J.",Epilepsy Behav. 2019 Jul;96:80-86. doi: 10.1016/j.yebeh.2019.03.020. Epub 2019 May 15.,Zhou X,Epilepsy Behav,2019,2019/05/19,,,10.1016/j.yebeh.2019.03.020,,,,,,,,,,,,
109,31572119,Structural and Functional Connectivity of the Anterior Cingulate Cortex in Patients With Borderline Personality Disorder,"Lei X, Zhong M, Zhang B, Yang H, Peng W, Liu Q, Zhang Y, Yao S, Tan C, Yi J.",Front Neurosci. 2019 Sep 13;13:971. doi: 10.3389/fnins.2019.00971. eCollection 2019.,Lei X,Front Neurosci,2019,2019/10/02,PMC6753388,,10.3389/fnins.2019.00971,,,,,,,,,,,,
110,31126803,Functional disconnection between the visual cortex and right fusiform face area in schizophrenia,"Maher S, Ekstrom T, Ongur D, Levy DL, Norton DJ, Nickerson LD, Chen Y.",Schizophr Res. 2019 Jul;209:72-79. doi: 10.1016/j.schres.2019.05.016. Epub 2019 May 22.,Maher S,Schizophr Res,2019,2019/05/26,,,10.1016/j.schres.2019.05.016,,,,,,,,,,,,
111,31275116,"Abnormal Interactions of the Salience Network, Central Executive Network, and Default-Mode Network in Patients With Different Cognitive Impairment Loads Caused by Leukoaraiosis","Chen H, Li Y, Liu Q, Shi Q, Wang J, Shen H, Chen X, Ma J, Ai L, Zhang YM.",Front Neural Circuits. 2019 Jun 18;13:42. doi: 10.3389/fncir.2019.00042. eCollection 2019.,Chen H,Front Neural Circuits,2019,2019/07/06,PMC6592158,,10.3389/fncir.2019.00042,,,,,,,,,,,,
112,31334295,Abnormal intra-network architecture in extra-striate cortices in amblyopia: a resting state fMRI study,"Lu Z, Huang Y, Lu Q, Feng L, Nguchu BA, Wang Y, Wang H, Li G, Zhou Y, Qiu B, Zhou J, Wang X.",Eye Vis (Lond). 2019 Jul 9;6:20. doi: 10.1186/s40662-019-0145-2. eCollection 2019.,Lu Z,Eye Vis (Lond),2019,2019/07/24,PMC6615160,,10.1186/s40662-019-0145-2,,,,,,,,,,,,
113,30292041,Evaluation of Prognosis in Patients with Severe Traumatic Brain Injury Using Resting-State Functional Magnetic Resonance Imaging,"Guo H, Liu R, Sun Z, Liu B, Xiang Y, Mao J, Li G, Zhang M.",World Neurosurg. 2019 Jan;121:e630-e639. doi: 10.1016/j.wneu.2018.09.178. Epub 2018 Oct 3.,Guo H,World Neurosurg,2019,2018/10/07,,,10.1016/j.wneu.2018.09.178,,,,,,,,,,,,
114,31176295,Multivariate resting-state functional connectivity predicts responses to real and sham acupuncture treatment in chronic low back pain,"Tu Y, Ortiz A, Gollub RL, Cao J, Gerber J, Lang C, Park J, Wilson G, Shen W, Chan ST, Wasan AD, Edwards RR, Napadow V, Kaptchuk TJ, Rosen B, Kong J.",Neuroimage Clin. 2019;23:101885. doi: 10.1016/j.nicl.2019.101885. Epub 2019 May 28.,Tu Y,Neuroimage Clin,2019,2019/06/09,PMC6551557,,10.1016/j.nicl.2019.101885,,,,,,,,,,,,
